,Palavras,Rotulo,Sentenca
168503,90,I-PRECO,12842
168504,VOLUME,O,12843
168505,:,O,12843
168506,1000ml,B-VOLUME,12843
168507,DESCRIÇÃO,O,12844
168508,DA,O,12844
168509,CACHAÇA,O,12844
168510,:,O,12844
168511,1000ml,B-VOLUME,12844
168512,40%,O,12845
168513,INFORMAÇÕESOES,O,12846
168514,TÉCNICAS,O,12846
168515,:,O,12846
168516,Volume,O,12846
168517,Graduação,O,12847
168518,Alcoólica,O,12847
168519,Tempo,O,12848
168520,de,O,12848
168521,Armazenamento,O,12848
168522,Graduação,O,12849
168523,alcoólica,O,12849
168524,:,O,12849
168525,40%,B-GRADUACAO_ALCOOLICA,12849
168526,Bidestilada,O,12849
168527,Cor,O,12850
168528,:,O,12850
168529,Branca,B-CARACTERISTICA_SENSORIAL_COR,12850
168530,Tempo,O,12851
168531,de,O,12851
168532,armazenamento,O,12851
168533,:,O,12851
168534,6,B-TEMPO,12852
168535,meses,I-TEMPO,12852
168536,em,O,12852
168537,Inox,O,12853
168538,CARACTERÍSTICAS,O,12854
168539,SENSORIAIS,O,12854
168540,:,O,12854
168541,Visual,O,12855
168542,:,O,12855
168543,Branca,B-CARACTERISTICA_SENSORIAL_COR,12855
168544,",",O,12855
168545,densa,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,12855
168546,",",O,12855
168547,brilhante,B-CARACTERISTICA_SENSORIAL_COR,12855
168548,e,O,12855
168549,límpida,B-CARACTERISTICA_SENSORIAL_COR,12855
168550,.,O,12855
168551,Olfativa,O,12856
168552,:,O,12856
168553,Fina,O,12856
168554,e,O,12856
168555,persistente,O,12856
168556,.,O,12856
168557,Nariz,O,12856
168558,típico,O,12856
168559,de,O,12856
168560,uma,O,12856
168561,cachaça,O,12856
168562,frutada,B-CARACTERISTICA_SENSORIAL_AROMA,12856
168563,lembrando,O,12856
168564,a,O,12856
168565,própria,O,12856
168566,cana,B-CARACTERISTICA_SENSORIAL_AROMA,12856
168567,-,I-CARACTERISTICA_SENSORIAL_AROMA,12856
168568,de,I-CARACTERISTICA_SENSORIAL_AROMA,12856
168569,-,I-CARACTERISTICA_SENSORIAL_AROMA,12856
168570,açúcar,I-CARACTERISTICA_SENSORIAL_AROMA,12856
168571,",",O,12856
168572,além,O,12856
168573,de,O,12856
168574,leves,O,12856
168575,notas,B-CARACTERISTICA_SENSORIAL_AROMA,12856
168576,metálicas,I-CARACTERISTICA_SENSORIAL_AROMA,12856
168577,e,O,12856
168578,minerais,B-CARACTERISTICA_SENSORIAL_AROMA,12856
168579,.,O,12856
168580,Gustativa,O,12857
168581,:,O,12857
168582,Leve,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,12857
168583,corpo,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,12857
168584,e,O,12857
168585,de,O,12857
168586,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,12857
168587,equilibrada,I-CARACTERISTICA_SENSORIAL_SABOR,12857
168588,.,O,12857
168589,Deixa,O,12857
168590,a,O,12857
168591,boca,O,12857
168592,enxuta,O,12857
168593,e,O,12857
168594,com,O,12857
168595,leves,O,12857
168596,traços,O,12857
168597,frutados,B-CARACTERISTICA_SENSORIAL_SABOR,12857
168598,adocicados,I-CARACTERISTICA_SENSORIAL_SABOR,12857
168599,.,O,12857
168600,Impressão,O,12858
168601,Final,O,12858
168602,:,O,12858
168603,Fina,O,12858
168604,",",O,12858
168605,intensa,O,12858
168606,e,O,12858
168607,muito,O,12858
168608,persistente,O,12858
168609,.,O,12858
168610,Personalidade,O,12858
168611,marcante,O,12858
168612,.,O,12858
168613,Harmonização,O,12859
168614,:,O,12859
168615,Própria,O,12859
168616,para,O,12859
168617,acompanhar,O,12859
168618,petiscos,O,12859
168619,à,O,12859
168620,base,O,12859
168621,de,O,12859
168622,frutos,O,12859
168623,do,O,12859
168624,mar,O,12859
168625,",",O,12859
168626,caldinho,O,12859
168627,de,O,12859
168628,peixe,O,12859
168629,ou,O,12859
168630,mariscos,O,12859
168631,.,O,12859
168632,Levemente,O,12859
168633,resfriada,O,12859
168634,",",O,12859
168635,torna,O,12859
168636,-,O,12859
168637,se,O,12859
168638,mais,O,12859
168639,leve,O,12859
168640,e,O,12859
168641,redonda,O,12859
168642,.,O,12859
168643,Apropriada,O,12859
168644,para,O,12859
168645,caipirinha,O,12859
168646,e,O,12859
168647,coquetéis,O,12859
168648,de,O,12859
168649,frutas,O,12859
168650,.,O,12859
168651,GRADUAÇÃO,O,12860
168652,ALCOÓLICA,O,12860
168653,:,O,12860
168654,40%,B-GRADUACAO_ALCOOLICA,12860
168655,id,O,12861
168656,:,O,12861
168657,881,O,12861
168658,NOME,O,12862
168659,DA,O,12862
168660,CACHAÇA,O,12862
168661,:,O,12862
168662,Cachaça,O,12862
168663,Sebastiana,B-NOME_BEBIDA,12862
168664,Cristal,I-NOME_BEBIDA,12862
168665,500,B-VOLUME,12862
168666,ml,I-VOLUME,12862
168667,PREÇO,O,12863
168668,:,O,12863
168669,R$,B-PRECO,12863
168670,42,I-PRECO,12863
168671,",",I-PRECO,12863
168672,90,I-PRECO,12863
168673,VOLUME,O,12864
168674,:,O,12864
168675,500ml,B-VOLUME,12864
168676,DESCRIÇÃO,O,12865
168677,DA,O,12865
168678,CACHAÇA,O,12865
168679,:,O,12865
168680,500ml,B-VOLUME,12865
168681,40%,O,12866
168682,prata,O,12867
168683,Americo,B-NOME_LOCAL,12868
168684,Brasiliense,I-NOME_LOCAL,12868
168685,/,O,12868
168686,SP,B-NOME_LOCAL,12868
168687,INFORMAÇÕESOES,O,12869
168688,TÉCNICAS,O,12869
168689,:,O,12869
168690,Volume,O,12869
168691,Graduação,O,12870
168692,Alcoólica,O,12870
168693,Tipo,O,12871
168694,Origem,O,12872
168695,TEXTO,O,12873
168696,DESCRITIVO,O,12873
168697,:,O,12873
168698,Teor,O,12873
168699,Alcoólico,O,12873
168700,:,O,12873
168701,40%,B-GRADUACAO_ALCOOLICA,12873
168702,Volume,O,12874
168703,:,O,12874
168704,500ml,B-VOLUME,12874
168705,Tipo,O,12875
168706,:,O,12875
168707,Prata,B-CLASSIFICACAO_BEBIDA,12875
168708,Origem,O,12876
168709,:,O,12876
168710,Americo,B-NOME_LOCAL,12876
168711,Brasiliense,I-NOME_LOCAL,12876
168712,/,O,12876
168713,SP,B-NOME_LOCAL,12876
168714,Armazenada,O,12877
168715,em,O,12877
168716,tanques,B-RECIPIENTE_ARMAZENAMENTO,12877
168717,de,I-RECIPIENTE_ARMAZENAMENTO,12877
168718,aço,I-RECIPIENTE_ARMAZENAMENTO,12877
168719,inox,I-RECIPIENTE_ARMAZENAMENTO,12877
168720,por,O,12877
168721,pelo,O,12877
168722,menos,O,12877
168723,seis,B-TEMPO_ARMAZENAMENTO,12877
168724,meses,I-TEMPO_ARMAZENAMENTO,12877
168725,com,O,12877
168726,o,O,12877
168727,objetivo,O,12877
168728,de,O,12877
168729,padronizar,O,12877
168730,e,O,12877
168731,homogeneizar,O,12877
168732,a,O,12877
168733,bebida,O,12877
168734,e,O,12877
168735,também,O,12877
168736,volatizar,O,12877
168737,alguns,O,12877
168738,componentes,O,12877
168739,químicos,O,12877
168740,formados,O,12877
168741,durante,O,12877
168742,a,O,12877
168743,destilação,O,12877
168744,que,O,12877
168745,são,O,12877
168746,indesejados,O,12877
168747,na,O,12877
168748,bebida,O,12877
168749,.,O,12877
168750,Após,O,12877
168751,filtrada,O,12877
168752,e,O,12877
168753,graduada,O,12877
168754,com,O,12877
168755,água,O,12877
168756,desmineralizadas,O,12877
168757,é,O,12877
168758,engarrafada,O,12877
168759,sem,O,12877
168760,adição,O,12877
168761,de,O,12877
168762,qualquer,O,12877
168763,outro,O,12877
168764,componente,O,12877
168765,.,O,12877
168766,Tem,O,12877
168767,aroma,O,12877
168768,suave,O,12877
168769,e,O,12877
168770,adocicado,B-CARACTERISTICA_SENSORIAL_AROMA,12877
168771,que,O,12877
168772,lembra,O,12877
168773,a,O,12877
168774,cana,B-CARACTERISTICA_SENSORIAL_AROMA,12877
168775,de,I-CARACTERISTICA_SENSORIAL_AROMA,12877
168776,açúcar,I-CARACTERISTICA_SENSORIAL_AROMA,12877
168777,com,O,12877
168778,sabores,O,12877
168779,herbais,B-CARACTERISTICA_SENSORIAL_SABOR,12877
168780,.,O,12877
168781,É,O,12877
168782,morna,O,12877
168783,na,O,12877
168784,boca,O,12877
168785,com,O,12877
168786,sensação,O,12877
168787,alcoólica,O,12877
168788,bem,O,12877
168789,suave,O,12877
168790,.,O,12877
168791,A,O,12878
168792,Cachaça,O,12878
168793,Sebastiana,B-NOME_BEBIDA,12878
168794,Cristal,I-NOME_BEBIDA,12878
168795,é,O,12878
168796,fabricada,O,12878
168797,no,O,12878
168798,alambique,B-NOME_ORGANIZACAO,12878
168799,Santa,I-NOME_ORGANIZACAO,12878
168800,Rurfina,I-NOME_ORGANIZACAO,12878
168801,situado,O,12878
168802,no,O,12878
168803,município,O,12878
168804,de,O,12878
168805,Américo,B-NOME_LOCAL,12878
168806,Brasiliense,I-NOME_LOCAL,12878
168807,Estado,O,12878
168808,de,O,12878
168809,São,B-NOME_LOCAL,12878
168810,Paulo,I-NOME_LOCAL,12878
168811,a,O,12878
168812,fábrica,O,12878
168813,atende,O,12878
168814,aos,O,12878
168815,mais,O,12878
168816,rigorosos,O,12878
168817,conceitos,O,12878
168818,na,O,12878
168819,fabricação,O,12878
168820,da,O,12878
168821,Cachaça,O,12878
168822,Sebastiana,B-NOME_BEBIDA,12878
168823,.,O,12878
168824,Nada,O,12879
168825,se,O,12879
168826,perde,O,12879
168827,tudo,O,12879
168828,se,O,12879
168829,transforma,O,12879
168830,:,O,12879
168831,o,O,12879
168832,bagaço,O,12879
168833,da,O,12879
168834,cana,O,12879
168835,é,O,12879
168836,queimado,O,12879
168837,na,O,12879
168838,caldeira,O,12879
168839,que,O,12879
168840,gera,O,12879
168841,vapor,O,12879
168842,para,O,12879
168843,toda,O,12879
168844,a,O,12879
168845,fábrica,O,12879
168846,a,O,12879
168847,vinhaça,O,12879
168848,que,O,12879
168849,sobra,O,12879
168850,da,O,12879
168851,destilação,O,12879
168852,é,O,12879
168853,reincorporada,O,12879
168854,ao,O,12879
168855,canavial,O,12879
168856,ou,O,12879
168857,serve,O,12879
168858,de,O,12879
168859,alimento,O,12879
168860,nutritivo,O,12879
168861,para,O,12879
168862,o,O,12879
168863,gado,O,12879
168864,na,O,12879
168865,época,O,12879
168866,da,O,12879
168867,seca,O,12879
168868,a,O,12879
168869,água,O,12879
168870,utilizada,O,12879
168871,no,O,12879
168872,resfriador,O,12879
168873,é,O,12879
168874,devolvida,O,12879
168875,à,O,12879
168876,represa,O,12879
168877,mais,O,12879
168878,limpa,O,12879
168879,do,O,12879
168880,que,O,12879
168881,quando,O,12879
168882,foi,O,12879
168883,captada,O,12879
168884,pois,O,12879
168885,passa,O,12879
168886,por,O,12879
168887,filtros,O,12879
168888,antes,O,12879
168889,de,O,12879
168890,ser,O,12879
168891,utilizada,O,12879
168892,.,O,12879
168893,GRADUAÇÃO,O,12880
168894,ALCOÓLICA,O,12880
168895,:,O,12880
168896,40%,B-GRADUACAO_ALCOOLICA,12880
168897,TIPO,O,12881
168898,:,O,12881
168899,prata,B-CLASSIFICACAO_BEBIDA,12881
168900,LOCAL,O,12882
168901,DE,O,12882
168902,PRODUÇÃO,O,12882
168903,:,O,12882
168904,Americo,B-NOME_LOCAL,12882
168905,Brasiliense,I-NOME_LOCAL,12882
168906,/,O,12882
168907,SP,B-NOME_LOCAL,12882
168908,id,O,12883
168909,:,O,12883
168910,882,O,12883
168911,NOME,O,12884
168912,DA,O,12884
168913,CACHAÇA,O,12884
168914,:,O,12884
168915,Cachaça,O,12884
168916,Princesa,B-NOME_BEBIDA,12884
168917,Isabel,I-NOME_BEBIDA,12884
168918,Jaqueira,B-TIPO_MADEIRA,12884
168919,500,B-VOLUME,12884
168920,ml,I-VOLUME,12884
168921,PREÇO,O,12885
168922,:,O,12885
168923,R$,B-PRECO,12885
168924,94,I-PRECO,12885
168925,",",I-PRECO,12885
168926,90,I-PRECO,12885
168927,VOLUME,O,12886
168928,:,O,12886
168929,500ml,B-VOLUME,12886
168930,DESCRIÇÃO,O,12887
168931,DA,O,12887
168932,CACHAÇA,O,12887
168933,:,O,12887
168934,500ml,B-VOLUME,12887
168935,40%,O,12888
168936,jaqueira,B-TIPO_MADEIRA,12889
168937,2,B-TEMPO,12890
168938,anos,I-TEMPO,12890
168939,ouro,O,12891
168940,Linhares,B-NOME_LOCAL,12892
168941,-,O,12892
168942,ES,B-NOME_LOCAL,12892
168943,INFORMAÇÕESOES,O,12893
168944,TÉCNICAS,O,12893
168945,:,O,12893
168946,Volume,O,12893
168947,Graduação,O,12894
168948,Alcoólica,O,12894
168949,Madeira,O,12895
168950,Tempo,O,12896
168951,de,O,12896
168952,Armazenamento,O,12896
168953,Tipo,O,12897
168954,Origem,O,12898
168955,Madeira,O,12899
168956,:,O,12899
168957,Jaqueira,B-TIPO_MADEIRA,12899
168958,Envelhecimento,O,12900
168959,:,O,12900
168960,2,B-TEMPO_ARMAZENAMENTO,12900
168961,Anos,I-TEMPO_ARMAZENAMENTO,12900
168962,Teor,O,12901
168963,Alcoólico,O,12901
168964,:,O,12901
168965,40%,B-GRADUACAO_ALCOOLICA,12901
168966,Volume,O,12902
168967,:,O,12902
168968,500ml,B-VOLUME,12902
168969,Tipo,O,12903
168970,:,O,12903
168971,Ouro,B-CLASSIFICACAO_BEBIDA,12903
168972,Origem,O,12904
168973,:,O,12904
168974,Linhares,B-NOME_LOCAL,12904
168975,-,O,12904
168976,ES,B-NOME_LOCAL,12904
168977,or,O,12905
168978,amarelo,B-CARACTERISTICA_SENSORIAL_COR,12905
168979,dourada,I-CARACTERISTICA_SENSORIAL_COR,12905
168980,",",O,12905
168981,possui,O,12905
168982,aromas,O,12905
168983,adocicados,B-CARACTERISTICA_SENSORIAL_AROMA,12905
168984,",",O,12905
168985,frutados,B-CARACTERISTICA_SENSORIAL_AROMA,12905
168986,",",O,12905
168987,e,O,12905
168988,notas,B-CARACTERISTICA_SENSORIAL_AROMA,12905
168989,de,I-CARACTERISTICA_SENSORIAL_AROMA,12905
168990,baunilha,I-CARACTERISTICA_SENSORIAL_AROMA,12905
168991,.,O,12905
168992,Paladar,O,12905
168993,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,12905
168994,e,O,12905
168995,licoroso,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,12905
168996,e,O,12905
168997,levemente,B-CARACTERISTICA_SENSORIAL_SABOR,12905
168998,picante,I-CARACTERISTICA_SENSORIAL_SABOR,12905
168999,na,O,12905
169000,boca,O,12905
169001,.,O,12905
169002,Retrogosto,O,12905
169003,agradável,O,12905
169004,e,O,12905
169005,suave,O,12905
169006,GRADUAÇÃO,O,12906
169007,ALCOÓLICA,O,12906
169008,:,O,12906
169009,40%,B-GRADUACAO_ALCOOLICA,12906
169010,RECIPIENTE,O,12907
169011,DE,O,12907
169012,ARMAZENAMENTO,O,12907
169013,:,O,12907
169014,jaqueira,B-TIPO_MADEIRA,12907
169015,TEMPO,O,12908
169016,DE,O,12908
169017,ARMAZENAMENTO,O,12908
169018,:,O,12908
169019,2,B-TEMPO_ARMAZENAMENTO,12908
169020,anos,I-TEMPO_ARMAZENAMENTO,12908
169021,TIPO,O,12909
169022,:,O,12909
169023,ouro,B-CLASSIFICACAO_BEBIDA,12909
169024,LOCAL,O,12910
169025,DE,O,12910
169026,PRODUÇÃO,O,12910
169027,:,O,12910
169028,Linhares,B-NOME_LOCAL,12910
169029,-,O,12910
169030,ES,B-NOME_LOCAL,12910
169031,id,O,12911
169032,:,O,12911
169033,883,O,12911
169034,NOME,O,12912
169035,DA,O,12912
169036,CACHAÇA,O,12912
169037,:,O,12912
169038,Cachaça,O,12912
169039,Matriarca,B-NOME_BEBIDA,12912
169040,Jaqueira,B-TIPO_MADEIRA,12912
169041,750,B-VOLUME,12912
169042,ml,I-VOLUME,12912
169043,PREÇO,O,12913
169044,:,O,12913
169045,R$,B-PRECO,12913
169046,70,I-PRECO,12913
169047,",",I-PRECO,12913
169048,90,I-PRECO,12913
169049,VOLUME,O,12914
169050,:,O,12914
169051,750ml,B-VOLUME,12914
169052,DESCRIÇÃO,O,12915
169053,DA,O,12915
169054,CACHAÇA,O,12915
169055,:,O,12915
169056,750ml,B-VOLUME,12915
169057,42%,O,12916
169058,barril,B-RECIPIENTE_ARMAZENAMENTO,12917
169059,de,O,12917
169060,jaqueira,B-TIPO_MADEIRA,12917
169061,.,O,12917
169062,INFORMAÇÕESOES,O,12918
169063,TÉCNICAS,O,12918
169064,:,O,12918
169065,Volume,O,12918
169066,Graduação,O,12919
169067,Alcoólica,O,12919
169068,Tempo,O,12920
169069,de,O,12920
169070,Armazenamento,O,12920
169071,TEXTO,O,12921
169072,DESCRITIVO,O,12921
169073,:,O,12921
169074,Cachaça,O,12921
169075,Matriarca,B-NOME_BEBIDA,12921
169076,Ouro,B-CLASSIFICACAO_BEBIDA,12921
169077,Jaqueira,B-TIPO_MADEIRA,12921
169078,750,B-VOLUME,12921
169079,ml,I-VOLUME,12921
169080,Pais,O,12922
169081,:,O,12922
169082,Brasil,B-NOME_LOCAL,12922
169083,.,O,12922
169084,Estado,O,12922
169085,:,O,12922
169086,Bahia,B-NOME_LOCAL,12922
169087,.,O,12922
169088,I,O,12922
169089,Cidade,O,12922
169090,:,O,12922
169091,Caravelas,B-NOME_LOCAL,12922
169092,",",O,12922
169093,Produtor,O,12923
169094,.,O,12923
169095,Adalberto,B-NOME_PESSOA,12923
169096,Alves,I-NOME_PESSOA,12923
169097,Pinto,I-NOME_PESSOA,12923
169098,-,O,12923
169099,Fazenda,B-NOME_ORGANIZACAO,12923
169100,Cio,I-NOME_ORGANIZACAO,12923
169101,da,I-NOME_ORGANIZACAO,12923
169102,Terra,I-NOME_ORGANIZACAO,12923
169103,.,O,12923
169104,Tipo,O,12923
169105,de,O,12923
169106,Envelhecimento,O,12923
169107,:,O,12923
169108,Barril,B-RECIPIENTE_ARMAZENAMENTO,12923
169109,de,O,12923
169110,Jaqueira,B-TIPO_MADEIRA,12923
169111,.,O,12923
169112,Tempo,O,12924
169113,de,O,12924
169114,Envelhecimento,O,12924
169115,:,O,12924
169116,2,B-TEMPO_ARMAZENAMENTO,12924
169117,anos,I-TEMPO_ARMAZENAMENTO,12924
169118,.,O,12924
169119,Volume,O,12925
169120,:,O,12925
169121,750,B-VOLUME,12925
169122,ml,I-VOLUME,12925
169123,.,O,12925
169124,Graduação,O,12926
169125,:,O,12926
169126,42%,B-GRADUACAO_ALCOOLICA,12926
169127,vol,O,12926
169128,.,O,12926
169129,Visual,O,12927
169130,:,O,12927
169131,Amarelo,B-CARACTERISTICA_SENSORIAL_COR,12927
169132,ouro,I-CARACTERISTICA_SENSORIAL_COR,12927
169133,brilhante,B-CARACTERISTICA_SENSORIAL_COR,12927
169134,com,O,12927
169135,lágrimas,O,12927
169136,homogêneas,O,12927
169137,.,O,12927
169138,Aroma,O,12928
169139,:,O,12928
169140,Aromas,O,12928
169141,de,O,12928
169142,frutas,B-CARACTERISTICA_SENSORIAL_AROMA,12928
169143,amarelas,I-CARACTERISTICA_SENSORIAL_AROMA,12928
169144,e,O,12928
169145,floral,B-CARACTERISTICA_SENSORIAL_AROMA,12928
169146,com,O,12928
169147,suave,O,12928
169148,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,12928
169149,",",O,12928
169150,Pladar,O,12929
169151,.,O,12929
169152,Destaca,O,12929
169153,-,O,12929
169154,se,O,12929
169155,um,O,12929
169156,início,O,12929
169157,alcoólico,O,12929
169158,",",O,12929
169159,combinado,O,12929
169160,com,O,12929
169161,uma,O,12929
169162,leve,B-CARACTERISTICA_SENSORIAL_SABOR,12929
169163,picância,I-CARACTERISTICA_SENSORIAL_SABOR,12929
169164,.,O,12929
169165,No,O,12929
169166,final,O,12929
169167,",",O,12929
169168,sua,O,12929
169169,marca,O,12929
169170,é,O,12929
169171,a,O,12929
169172,ad,O,12929
169173,stringência,O,12930
169174,extremamente,O,12930
169175,perceptivel,O,12930
169176,e,O,12930
169177,um,O,12930
169178,retrogosto,O,12930
169179,frutado,O,12930
169180,.,O,12930
169181,Premiações,O,12931
169182,:,O,12931
169183,-,O,12932
169184,18,O,12932
169185,"""",O,12932
169186,lugar,O,12932
169187,no,O,12932
169188,IV,O,12932
169189,Ranking,O,12932
169190,Cúpula,B-NOME_ORGANIZACAO,12932
169191,da,I-NOME_ORGANIZACAO,12932
169192,Cachaça,I-NOME_ORGANIZACAO,12932
169193,2020,B-TEMPO,12932
169194,;,O,12932
169195,-,O,12932
169196,32,O,12932
169197,lugar,O,12932
169198,no,O,12932
169199,III,O,12932
169200,Ranking,O,12932
169201,Cúpula,B-NOME_ORGANIZACAO,12932
169202,da,I-NOME_ORGANIZACAO,12932
169203,Cachaça,I-NOME_ORGANIZACAO,12932
169204,",",O,12932
169205,2018,B-TEMPO,12932
169206,/,O,12932
169207,2020,B-TEMPO,12932
169208,;,O,12932
169209,-,O,12933
169210,Medalha,O,12933
169211,de,O,12933
169212,Ouro,O,12933
169213,no,O,12933
169214,Spirits,O,12933
169215,Selection,O,12933
169216,by,O,12933
169217,Concours,O,12933
169218,Mondial,O,12933
169219,de,O,12933
169220,Bruxelles,B-NOME_LOCAL,12933
169221,",",O,12933
169222,2018,B-TEMPO,12933
169223,-,O,12933
169224,Medalha,O,12933
169225,de,O,12933
169226,Ouro,O,12933
169227,no,O,12933
169228,San,B-NOME_LOCAL,12933
169229,Francisco,I-NOME_LOCAL,12933
169230,World,O,12933
169231,Spirits,O,12933
169232,Competition,O,12933
169233,",",O,12933
169234,2019,B-TEMPO,12933
169235,.,O,12933
169236,GRADUAÇÃO,O,12934
169237,ALCOÓLICA,O,12934
169238,:,O,12934
169239,42%,B-GRADUACAO_ALCOOLICA,12934
169240,TEMPO,O,12935
169241,DE,O,12935
169242,ARMAZENAMENTO,O,12935
169243,:,O,12935
169244,barril,B-RECIPIENTE_ARMAZENAMENTO,12935
169245,de,O,12935
169246,jaqueira,B-TIPO_MADEIRA,12935
169247,.,O,12935
169248,id,O,12936
169249,:,O,12936
169250,884,O,12936
169251,NOME,O,12937
169252,DA,O,12937
169253,CACHAÇA,O,12937
169254,:,O,12937
169255,Cachaça,O,12937
169256,Xanadu,B-NOME_BEBIDA,12937
169257,bálsamo,B-TIPO_MADEIRA,12937
169258,670ml,B-VOLUME,12937
169259,PREÇO,O,12938
169260,:,O,12938
169261,R$,B-PRECO,12938
169262,76,I-PRECO,12938
169263,",",I-PRECO,12938
169264,90,I-PRECO,12938
169265,VOLUME,O,12939
169266,:,O,12939
169267,670ml,B-VOLUME,12939
169268,DESCRIÇÃO,O,12940
169269,DA,O,12940
169270,CACHAÇA,O,12940
169271,:,O,12940
169272,670ml,B-VOLUME,12940
169273,39%,O,12941
169274,castanheira,B-TIPO_MADEIRA,12942
169275,6,B-TEMPO,12943
169276,anos,I-TEMPO,12943
169277,premium,O,12944
169278,Blumenau,B-NOME_LOCAL,12945
169279,/,O,12945
169280,Santa,B-NOME_LOCAL,12945
169281,Catarina,I-NOME_LOCAL,12945
169282,INFORMAÇÕESOES,O,12946
169283,TÉCNICAS,O,12946
169284,:,O,12946
169285,Volume,O,12946
169286,Graduação,O,12947
169287,Alcoólica,O,12947
169288,Madeira,O,12948
169289,Tempo,O,12949
169290,de,O,12949
169291,Armazenamento,O,12949
169292,Tipo,O,12950
169293,Origem,O,12951
169294,Madeira,O,12952
169295,:,O,12952
169296,Castanheira,B-TIPO_MADEIRA,12952
169297,Envelhecimento,O,12953
169298,:,O,12953
169299,6,B-TEMPO_ARMAZENAMENTO,12953
169300,anos,I-TEMPO_ARMAZENAMENTO,12953
169301,Teor,O,12954
169302,Alcoólico,O,12954
169303,:,O,12954
169304,39%,B-GRADUACAO_ALCOOLICA,12954
169305,Volume,O,12955
169306,:,O,12955
169307,670ml,B-VOLUME,12955
169308,Tipo,O,12956
169309,:,O,12956
169310,Premium,B-CLASSIFICACAO_BEBIDA,12956
169311,Origem,O,12957
169312,:,O,12957
169313,Blumenau,B-NOME_LOCAL,12957
169314,/,O,12957
169315,Santa,B-NOME_LOCAL,12957
169316,Catarina,I-NOME_LOCAL,12957
169317,GRADUAÇÃO,O,12958
169318,ALCOÓLICA,O,12958
169319,:,O,12958
169320,39%,B-GRADUACAO_ALCOOLICA,12958
169321,RECIPIENTE,O,12959
169322,DE,O,12959
169323,ARMAZENAMENTO,O,12959
169324,:,O,12959
169325,castanheira,B-TIPO_MADEIRA,12959
169326,TEMPO,O,12960
169327,DE,O,12960
169328,ARMAZENAMENTO,O,12960
169329,:,O,12960
169330,6,B-TEMPO_ARMAZENAMENTO,12960
169331,anos,I-TEMPO_ARMAZENAMENTO,12960
169332,TIPO,O,12961
169333,:,O,12961
169334,premium,B-CLASSIFICACAO_BEBIDA,12961
169335,LOCAL,O,12962
169336,DE,O,12962
169337,PRODUÇÃO,O,12962
169338,:,O,12962
169339,Blumenau,B-NOME_LOCAL,12962
169340,/,O,12962
169341,Santa,B-NOME_LOCAL,12962
169342,Catarina,I-NOME_LOCAL,12962
169343,id,O,12963
169344,:,O,12963
169345,885,O,12963
169346,NOME,O,12964
169347,DA,O,12964
169348,CACHAÇA,O,12964
169349,:,O,12964
169350,Cachaca,O,12964
169351,Paratiana,B-NOME_BEBIDA,12964
169352,Prata,B-CLASSIFICACAO_BEBIDA,12964
169353,700ml,B-VOLUME,12964
169354,PREÇO,O,12965
169355,:,O,12965
169356,R$,B-PRECO,12965
169357,90,I-PRECO,12965
169358,",",I-PRECO,12965
169359,90,I-PRECO,12965
169360,VOLUME,O,12966
169361,:,O,12966
169362,700ml,B-VOLUME,12966
169363,DESCRIÇÃO,O,12967
169364,DA,O,12967
169365,CACHAÇA,O,12967
169366,:,O,12967
169367,700ml,B-VOLUME,12967
169368,38%,O,12968
169369,jequitibá,B-TIPO_MADEIRA,12969
169370,prata,O,12970
169371,Paraty,B-NOME_LOCAL,12971
169372,/,O,12971
169373,RJ,B-NOME_LOCAL,12971
169374,INFORMAÇÕESOES,O,12972
169375,TÉCNICAS,O,12972
169376,:,O,12972
169377,Volume,O,12972
169378,Graduação,O,12973
169379,Alcoólica,O,12973
169380,Madeira,O,12974
169381,Tipo,O,12975
169382,Origem,O,12976
169383,Madeira,O,12977
169384,:,O,12977
169385,Jequitibá,B-TIPO_MADEIRA,12977
169386,Envelhecimento,O,12978
169387,:,O,12978
169388,Teor,O,12979
169389,Alcoólico,O,12979
169390,:,O,12979
169391,38%,B-GRADUACAO_ALCOOLICA,12979
169392,Volume,O,12980
169393,:,O,12980
169394,700ml,B-VOLUME,12980
169395,Tipo,O,12981
169396,:,O,12981
169397,Prata,B-CLASSIFICACAO_BEBIDA,12981
169398,Origem,O,12982
169399,:,O,12982
169400,Paraty,B-NOME_LOCAL,12982
169401,/,O,12982
169402,RJ,B-NOME_LOCAL,12982
169403,A,O,12983
169404,Cachaça,O,12983
169405,Paratiana,B-NOME_BEBIDA,12983
169406,Prata,B-CLASSIFICACAO_BEBIDA,12983
169407,é,O,12983
169408,Medalha,O,12983
169409,de,O,12983
169410,ouro,O,12983
169411,no,O,12983
169412,concurso,O,12983
169413,mundial,O,12983
169414,de,O,12983
169415,destilados,O,12983
169416,está,O,12983
169417,entre,O,12983
169418,as,O,12983
169419,30,O,12983
169420,melhores,O,12983
169421,cachaças,O,12983
169422,do,O,12983
169423,Brasil,B-NOME_LOCAL,12983
169424,",",O,12983
169425,envelhecida,O,12983
169426,ao,O,12983
