,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
2689,NOME DA CACHAÇA: Cachaça Thimotina Amburana 600 ml,"PREÇO: R$ 59,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Thimotina Amburana 600 ml de Afonso Cláudio - ES'],Volume:  600 ML ,Graduação Alcóolica:  40%VOL ,Barril:  AMBURANA ,,,LOCAL DE PRODUÇÃO: AFONSO CLÁUDIO - ES ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Fundada em 1915, por Francisco Thimóteo Dias, a Thimotina é considerada entre os apreciadores, uma das cachaças de maior qualidade do Brasil. A Cana Utilizada em seu processo de fabricação é sempre criteriosamente selecionada. A Coolheita feita de maneira manual, sem utilização de nenhuma queima. A fermentação com leveduras selvagens não utiliza adição de nenhum produto químico. O processo de destilação é feito em alambique de cobre, com aproveitamento apenas do coração. Seu armazenamento é feito em barris de carvalho, que conferem a cachaça aromas e sabores especiais. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2690,NOME DA CACHAÇA: Cachaça Thiotina Ouro 700 ml,"PREÇO: R$ 74,90","['DESCRIÇÃO DA CACHAÇA: Cachaça Thimotina Ouro 700 ml de Afonso Cláudio -ES, armazenada em barris de carvalho por um período não inferior a 2 anos']",Volume:  700 ML ,GRADUAÇÃO ALCOÓLICA: nan,Barril:  CARVALHO ,,,LOCAL DE PRODUÇÃO: AFONSO CLÁUDIO - ES ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Fundada em 1915, por Francisco Thimóteo Dias, a Thimotina é considerada entre os apreciadores, uma das cachaças de maior qualidade do Brasil. A Cana Utilizada em seu processo de fabricação é sempre criteriosamente selecionada. A Coolheita feita de maneira manual, sem utilização de nenhuma queima. A fermentação com leveduras selvagens não utiliza adição de nenhum produto químico. O processo de destilação é feito em alambique de cobre, com aproveitamento apenas do coração. Seu armazenamento é feito em barris de carvalho, que conferem a cachaça aromas e sabores especiais. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2691,NOME DA CACHAÇA: Cachaça Thimotina Prata 670 ml,"PREÇO: R$ 59,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Thimotina Prata 670 ml de Afonso Cláudio - ES.', 'Sem Interferência de madeiras, conserva seu aroma e sabor original pois é armazenada em tanques de aço inoxidável por um período de 6 meses .']",Volume:  670 ML ,Graduação Alcóolica:  44%VOL ,Barril:  INOX ,,,LOCAL DE PRODUÇÃO: AFONSO CLÁUDIO - ES ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Fundada em 1915, por Francisco Thimóteo Dias, a Thimotina é considerada entre os apreciadores, uma das cachaças de maior qualidade do Brasil. A Cana Utilizada em seu processo de fabricação é sempre criteriosamente selecionada. A Coolheita feita de maneira manual, sem utilização de nenhuma queima. A fermentação com leveduras selvagens não utiliza adição de nenhum produto químico. O processo de destilação é feito em alambique de cobre, com aproveitamento apenas do coração. Seu armazenamento é feito em barris de carvalho, que conferem a cachaça aromas e sabores especiais. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2692,NOME DA CACHAÇA: Cachaça Vele das Águas Quentes Ouro 500 ml,"PREÇO: R$ 92,50","['DESCRIÇÃO DA CACHAÇA: Cachaça Vale das Águas Quentes Ouro - 500 ml, armazenada em tonéis de Amburana, produzida em Caldas Novas - MG há mais de 25 anos.']",Volume:  500 ML ,Graduação Alcóolica:  40%VOL ,Barril:  AMBURANA ,,,LOCAL DE PRODUÇÃO: CALDAS NOVAS - GO ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: A Cachaçaria Vale das Águas Quentes, de Caldas Novas - GO é composta por duas unidades. A unidade rural, que fornece a matéria-prima, propriedade particular de 300 héctares, localizada à 25 km de Caldas Novas. O plantio do canavial é feito de forma orgânica e os frutos naturais de cerrado como o pequi, curiola, murici, bacpari, jenipapo, gabiroba, mangaba, entre outros, são cuidadosamente selecionados para a fabricação de nosso licores artesanais. agres balsâmicos, melados, açúcar mascavo e rapadura. Além de suas Cachaças, a cachaçaria de Caldas Novas - GO é responsável por alguns produtos de nossa linha Gourmet, como vinagres balsâmicos, melados, açúcar mascavo e rapadura. A sede da Cachaçaria Vale das Águas Quentes proporciona a seus visitantes a oportunidade de presenciar o processo de fabricação de nossos produtos, o prazo de degustação e uma viagem ao passado do Brasil dos engenhos, dentro de uma estrutura arquitetônica rústica e aconchegante, com seus jardins e a Capela ao fundo. Premiações E o negócio deslanchou rápido. Sua ideia inicial era a de fazer uma cachaça que fosse tão gostosa e suave quanto o whisky. Para isso, fez parcerias com a USP de São Carlos e com a ESALQ, a Escola Superior de Agricultura de Piracicaba, ambas em SP.  Da busca, nasceu a Barril 12, premiada em 2007 em uma feira mundial de bebidas em Turim, na Itália; em 2009, terminou em vice. Em 2005, sua cachaça foi para a França, em um evento de degustação realizada na Embaixada brasileira em Paris, visando uma possível exportação, o que ainda não aconteceu pelo fato da produção ainda ser insuficiente. “Estamos dando um passo de cada vez”, diz.  Subindo um lance de escadas, na parte superior da loja, há uma espécie de sótão onde os barris da bebida ficam envelhecendo. É um local escuro, quente e com cheiro de mofo, mas para ele é um baita orgulho. São 200 tonéis, cada uma com capacidade de cerca de 200 litros de cachaça. Há também dois barris com dez mil litros e um de inox de 60 mil litros.. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2693,NOME DA CACHAÇA: Cachaça Vale das Águas Quentes Prata 500 ml,"PREÇO: R$ 82,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Vale das Águas Quentes Prata 500 ml de Caldas Novas - GO.', 'Essa cachaça prata é Armazenada em tonéis de Jequitibá o que lhe confere baixa acidez, e leves notas adocicadas.']",Volume:  500 ML ,Graduação Alcóolica:  40%VOL ,Barril:  JEQUITIBÁ ,,,LOCAL DE PRODUÇÃO: CALDAS NOVAS - GO ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: A Cachaçaria Vale das Águas Quentes, de Caldas Novas - GO é composta por duas unidades. A unidade rural, que fornece a matéria-prima, propriedade particular de 300 héctares, localizada à 25 km de Caldas Novas. O plantio do canavial é feito de forma orgânica e os frutos naturais de cerrado como o pequi, curiola, murici, bacpari, jenipapo, gabiroba, mangaba, entre outros, são cuidadosamente selecionados para a fabricação de nosso licores artesanais. agres balsâmicos, melados, açúcar mascavo e rapadura. Além de suas Cachaças, a cachaçaria de Caldas Novas - GO é responsável por alguns produtos de nossa linha Gourmet, como vinagres balsâmicos, melados, açúcar mascavo e rapadura. A sede da Cachaçaria Vale das Águas Quentes proporciona a seus visitantes a oportunidade de presenciar o processo de fabricação de nossos produtos, o prazo de degustação e uma viagem ao passado do Brasil dos engenhos, dentro de uma estrutura arquitetônica rústica e aconchegante, com seus jardins e a Capela ao fundo. Premiações E o negócio deslanchou rápido. Sua ideia inicial era a de fazer uma cachaça que fosse tão gostosa e suave quanto o whisky. Para isso, fez parcerias com a USP de São Carlos e com a ESALQ, a Escola Superior de Agricultura de Piracicaba, ambas em SP.  Da busca, nasceu a Barril 12, premiada em 2007 em uma feira mundial de bebidas em Turim, na Itália; em 2009, terminou em vice. Em 2005, sua cachaça foi para a França, em um evento de degustação realizada na Embaixada brasileira em Paris, visando uma possível exportação, o que ainda não aconteceu pelo fato da produção ainda ser insuficiente. “Estamos dando um passo de cada vez”, diz.  Subindo um lance de escadas, na parte superior da loja, há uma espécie de sótão onde os barris da bebida ficam envelhecendo. É um local escuro, quente e com cheiro de mofo, mas para ele é um baita orgulho. São 200 tonéis, cada uma com capacidade de cerca de 200 litros de cachaça. Há também dois barris com dez mil litros e um de inox de 60 mil litros..   ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2694,NOME DA CACHAÇA: Cachaça Val-Flor Ouro 900 ml - Jequitibá e Carvalho,"PREÇO: R$ 62,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Val-Flor Ouro 900 ml - Blend de Cachaças 2 anos no Jequitibá e 1 ano no Carvalho Cachaça de Rio Piracicaba - MG'],Volume:  900 ml ,Graduação Alcóolica:  46% ,Barril:  Jequitibá e Carvalho ,,,LOCAL DE PRODUÇÃO: Rio Piracicaba - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Cachaça Artesanal produzida desde 1986 no município de Rio Piracicaba - MG Excelente Cachaça, nós experimentamos e aprovamos. ",Modo de Produção:  Cachaça Artesanal ,,,,,
2695,NOME DA CACHAÇA: Cachaça Val Flor Ouro 700 ml - Jequitibá e Carvalho,"PREÇO: R$ 72,50","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Val-Flor Ouro 700ml - Blend: 4 anos Jequitibá e 2 anos no Carvalho.', 'Produzida no município de Rio Piracicaba-MG ha mais de 30 anos.']",Volume:  700ML ,Graduação Alcóolica:  42% ,Barril:  4 ANOS JEQUITIBÁ E 2 ANOS CARVALHO ,,,LOCAL DE PRODUÇÃO: RIO PIRACICABA - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,INFORMAÇÕES DO PRODUTO: Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   OURO   RIO PIRACICABA - MG   42%   4 ANOS JEQUITIBÁ E 2 ANOS CARVALHO   700ML   CACHAÇA ARTESANAL   DESDE 1986   ,Modo de Produção:  CACHAÇA ARTESANAL ,,,,,
2696,NOME DA CACHAÇA: Cachaça Val Flor Prata 700 ml,"PREÇO: R$ 72,50","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Prata Val-Flor de Rio Piracicaba-MG Armazenada em Tonéis de Jequitibá por 6 anos, produzida há mais de 30 anos.']",Volume:  700 ML ,Graduação Alcóolica:  42% ,Barril:  JEQUITIBÁ ,,,LOCAL DE PRODUÇÃO: RIO PIRACICABA - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,INFORMAÇÕES DO PRODUTO: Tipo:  Origem: Teor Alcoolico: Armazedana em:  Volume: Modo de Produção: Tradição:   PRATA   RIO PIRACICABA - MG   42%   JEQUITIBÁ   700 ML   CACHAÇA ARTESANAL OU DE ALAMBIQUE   DESDE 1986   ,Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2697,NOME DA CACHAÇA: Cachaça Val-Flor Prata 900 ml - Jequitibá,"PREÇO: R$ 62,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Val-Flor Prata 900 ml - Com rolha de Vedação'],Volume:  900 ML ,Graduação Alcóolica:  46% ,Barril:  JEQUITIBÁ ,,,LOCAL DE PRODUÇÃO: RIO PIRACICABA - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,INFORMAÇÕES DO PRODUTO: Cachaça Artesanal produzida no município de Rio Piracicaba - MG desde 1986. 3 anos em dornas de Jequitibá ,Modo de Produção:  CACHAÇA ARTESANAL ,,,,,
2698,NOME DA CACHAÇA: Cachaça Vanderley Azevedo 12 anos - 750 ml,"PREÇO: R$ 269,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Vanderley Azevedo 750 ML Extra Premium - 12 anos no Carvalho Francês produzida em Ituiutaba MG, desde 1984.', 'Intensidade mediana no nariz.', 'Aromas agradáveis de flores e frutas.', 'Notas de frutas vermelhas silvestres e caramelo.']",Volume:  750 ML ,Graduação Alcóolica:  40% ,Barril:  CARVALHO FRANCÊS ,,,LOCAL DE PRODUÇÃO: ITUIUTABA-MG ,Tempo de Envelhecimento: 12 anos,,,,,,,"INFORMAÇÕES DO PRODUTO: Cachaça Vanderley Azevedo - Ituiutaba - MG A história da Cachaça Artesanal Vanderley Azevedo teve início em 1940, quando Sérgio José de Araújo aportou no Rio Tijuco em busca de Diamantes, e então firmou residência na cidade de Ituiutaba - MG, no triângulo mineiro. Posteriormente, largando a caçada pelos diamantes, Sérgio José de Araújo montou um armazém para atender às demandas do Garimpo e dos moradores da cidade. Em 1968, Vanderley Azevedo, neto de Sérgio José de Araújo, foi trabalhar com seu avô no armazém e observava que o caixeiro-viajante deixava alguns tonéis com cachaça e após 15 dias passava para pegá-los. Nesse processo, Vanderley se tornou responsável por envasar a cachaça. Em 1984 Vanderley Azevedo e seu irmão compraram uma fazenda para fabricar sua própria cachaça. Portanto a Cachaça Vandeley Azevedo tem 35 anos de tradição. Todo afeto típico do povo do interior mineiro está depositado na produção dessa cachaça. Todas as Cachaças Vanderley Azevendo Ouro sao armazenadas em tonéis de Cravalho Francês que são conhecidos por serem os melhores carvalhos da Europa quando o assunto é envelhecimento de bebida. Pelo fato da granulação ser mais fina nos carvalhos franceses em relação ao carvalho americano aumenta a porosidade e, consequentemente, aumenta a micro-oxigenação da cachaça.   ",Modo de Produção:  CACHAÇA ARTESANAL ,,,,,
2699,NOME DA CACHAÇA: Cachaça Vanderley Azevedo Black 700 ml,"PREÇO: R$ 139,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Vanderley Azevedo Black 700 ML - permanece por pelo menos 4 anos no Carvalho Francês, produzida em Ituiutaba-MG, desde 1984.', 'Intensidade mediana no nariz.', 'Aromas agradáveis de flores e frutas.', 'Notas de frutas vermelhas silvestres e caramelo.']",Volume:  750 ML ,Graduação Alcóolica:  40% ,Barril:  CARVALHO FRANCÊS ,,,LOCAL DE PRODUÇÃO: ITUIUTABA - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Cachaça Vanderley Azevedo - Ituiutaba - MG A história da Cachaça Artesanal Vanderley Azevedo teve início em 1940, quando Sérgio José de Araújo aportou no Rio Tijuco em busca de Diamantes, e então firmou residência na cidade de Ituiutaba - MG, no triângulo mineiro. Posteriormente, largando a caçada pelos diamantes, Sérgio José de Araújo montou um armazém para atender às demandas do Garimpo e dos moradores da cidade. Em 1968, Vanderley Azevedo, neto de Sérgio José de Araújo, foi trabalhar com seu avô no armazém e observava que o caixeiro-viajante deixava alguns tonéis com cachaça e após 15 dias passava para pegá-los. Nesse processo, Vanderley se tornou responsável por envasar a cachaça. Em 1984 Vanderley Azevedo e seu irmão compraram uma fazenda para fabricar sua própria cachaça. Portanto a Cachaça Vandeley Azevedo tem 35 anos de tradição. Todo afeto típico do povo do interior mineiro está depositado na produção dessa cachaça. Todas as Cachaças Vanderley Azevendo Ouro sao armazenadas em tonéis de Cravalho Francês que são conhecidos por serem os melhores carvalhos da Europa quando o assunto é envelhecimento de bebida. Pelo fato da granulação ser mais fina nos carvalhos franceses em relação ao carvalho americano aumenta a porosidade e, consequentemente, aumenta a micro-oxigenação da cachaça.   ",Modo de Produção:  CACHAÇA ARTESANAL ,,,,,
2700,NOME DA CACHAÇA: Cachaça Vanderley Gold 700 ml,"PREÇO: R$ 99,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Vanderley Azevedo Gold 700ml - Armazenada 2 anos no Carvalho, produzida em Ituiutaba-MG desde 1984.']",Volume:  700ML ,Graduação Alcóolica:  40% ,Barril:  CARVALHO FRANCÊS   ,,,LOCAL DE PRODUÇÃO: ITUIUTABA-MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: A história da Cachaça Artesanal Vanderley Azevedo teve início em 1940, quando Sérgio José de Araújo aportou no Rio Tijuco em busca de Diamantes, e então firmou residência na cidade de Ituiutaba - MG, no triângulo mineiro. Posteriormente, largando a caçada pelos diamantes, Sérgio José de Araújo montou um armazém para atender às demandas do Garimpo e dos moradores da cidade. Em 1968, Vanderley Azevedo, neto de Sérgio José de Araújo, foi trabalhar com seu avô no armazém e observava que o caixeiro-viajante deixava alguns tonéis com cachaça e após 15 dias passava para pegá-los. Nesse processo, Vanderley se tornou responsável por envasar a cachaça. Em 1984 Vanderley Azevedo e seu irmão compraram uma fazenda para fabricar sua própria cachaça. Portanto a Cachaça Vandeley Azevedo tem 35 anos de tradição. Todo afeto típico do povo do interior mineiro está depositado na produção dessa cachaça. Todas as Cachaças Vanderley Azevendo Ouro sao armazenadas em tonéis de Cravalho Francês que são conhecidos por serem os melhores carvalhos da Europa quando o assunto é envelhecimento de bebida. Pelo fato da granulação ser mais fina nos carvalhos franceses em relação ao carvalho americano aumenta a porosidade e, consequentemente, aumenta a micro-oxigenação da cachaça.   ",Modo de Produção:  CACHAÇA ARTESANAL ,,,,,
2701,NOME DA CACHAÇA: Cachaça Velho Ferreira Ouro 750 ml | Empório Cachaça Canela-de-Ema ,"PREÇO: R$ 99,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Velho Ferreira Ouro 750 ml, 18 meses em Tonel de Jequitibá Rosa e 24 meses em Barril de Carvalho Europeu; produzida em Prados - MG.']",Volume: 750 ml,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: nan,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Na primeira metade século XX, do simpático vilarejo de Vitoriano Veloso (Bichinho), partia o tropeiro Antônio Ferreira Neto, que por estradas poeirentas e no lombo de burros comprava uma das melhores cachaças da região A cachaça era levada para o armazém de seu pai, Vicente Ferreira Rodrigues, comerciante em São João Del-Rei. Tanto o pai como o filho tinham o desejo de produzir sua própria cachaça. O sonho de ambos se realizou através do trabalho da terceira geração da família. Em 1997 nascia a Cachaça Velho Ferreira, que reúne a experiência de décadas na arte de selecionar e oferecer a mais pura e autêntica cachaça mineira. O nome é uma homenagem de Cláudio Ferreira da Silva a seu pai, Antônio Ferreira Neto o (Velho Ferreira), cuja foto está no rótulo desta singular cachaça. Sempre produzida em alambiques de cobre, foi produzida até 2015 no Bichinho. Hoje é produzida na fazenda Cantagalo (Prados - MG), mas mantém seu vínculo com Bichinho, onde é armazenada, envelhecida e comercializada. A Velho Ferreira oferece a seus apreciadores o sabor das histórias, a excelência das matérias-primas, o saber de pai para filho e a tradição das melhores cachaças de Minas Gerais. ",MODO DE PRODUÇÃO: nan,,,,,
2702,NOME DA CACHAÇA: Cachaça Velho Ferreira Prata 750 ml,"PREÇO: R$ 69,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Velho Ferreira 750 ml Prata armazenada em tonéis de jequitibá por 18 meses, produzida de 1997 até 2015 em Vitotiano Veloso (Bichinho) distrito de Prados - MG, hoje produzida na Fazenda Cantagalo, no mesmo município.V']",Volume:  750 ML ,Graduação Alcóolica:  40% ,Barril:  PRATA ,,,LOCAL DE PRODUÇÃO: PRADOS-MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Na primeira metade século XX, do simpático vilarejo de Vitoriano Veloso (Bichinho), partia o tropeiro Antônio Ferreira Neto, que por estradas poeirentas e no lombo de burros comprava uma das melhores cachaças da região A cachaça era levada para o armazém de seu pai, Vicente Ferreira Rodrigues, comerciante em São João Del-Rei. Tanto o pai como o filho tinham o desejo de produzir sua própria cachaça. O sonho de ambos se realizou através do trabalho da terceira geração da família. Em 1997 nascia a Cachaça Velho Ferreira, que reúne a experiência de décadas na arte de selecionar e oferecer a mais pura e autêntica cachaça mineira. O nome é uma homenagem de Cláudio Ferreira da Silva a seu pai, Antônio Ferreira Neto o (Velho Ferreira), cuja foto está no rótulo desta singular cachaça. Sempre produzida em alambiques de cobre, foi produzida até 2015 no Bichinho. Hoje é produzida na fazenda Cantagalo (Prados - MG), mas mantém seu vínculo com Bichinho, onde é armazenada, envelhecida e comercializada. A Velho Ferreira oferece a seus apreciadores o sabor das histórias, a excelência das matérias-primas, o saber de pai para filho e a tradição das melhores cachaças de Minas Gerais. ",Modo de Produção:  CACHAÇA DE ALAMBIQUE OU ARTESANAL ,,,,,
2703,NOME DA CACHAÇA: Cachaça WIBA Amburana Ouro  670 ml,"PREÇO: R$ 89,86","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Amburana Ouro, produzida em alambique de cobre, na cidade de Torre de Pedra, interior de São Paulo é uma bebida destilada da fermentação da cana de açúcar, armazenada em tonéis de madeira Amburana.', 'A bebida com 38% de teor alcoólico possui um aroma marcante de madeira e floral, sendo uma cachaça tradicional, se harmoniza com pratos tradicionais da culinária brasileira.', 'Ideal para o preparo de drinks com frutas doces e cítricas e temperos como hortelã, manjericão e sal.', 'Em sua composição foi reduzida a concentração de aldeídos, o vilão da ressaca.', 'Possui certificação pelo atestado de análise da ESALQ-USP, sendo eleita por voto popular como uma das 250 melhores cachaças do Brasil pelo 3º Ranking da Cúpula da Cachaça.', '*Medalha de Prata 2019 - Concurso de Vinhos e Destilados do Brasil - Ex Bruxelas Brasil  Volume: 670ml  Teor Alcoólico: 38% Vol.', 'Prêmios: Medalha de Ouro no 17º concurso de Vinhos e Destilados do Brasil 2019.']",Volume:  670 ML ,Graduação Alcóolica:  38% VOL. ,Barril:  TONÉIS DE MADEIRA AMBURANA ,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido no Alambique Ouro Fino, localizado na zona rural da cidade de Torre de Pedra, interior de São Paulo, a cachaça WIBA Amburana Ouro é uma bebida alcoólica com 38% de teor alcoólico, é uma bebida de coloração levemente dourada, completamente límpida. Armazenada em tonéis de amburana, conferindo-lhe um aroma marcante de madeira e floral, sendo uma cachaça tradicional, perfeita para a preparação de drinks com frutas doces e cítricas e temperos como hortelã, manjericão e sal, além de se harmonizar perfeitamente com pratos típicos da culinária brasileira. Em sua composição foi reduzida a concentração de aldeídos, o vilão da ressaca. É uma cachaça certificada pelo atestado de análise da ESALQ-USP e eleita por voto popular como uma das 250 melhores cachaças do Brasil pelo 3º Ranking da Cúpula da Cachaça. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2704,NOME DA CACHAÇA: Cachaça WIBA Blend Carvalhos 670 ml,"PREÇO: R$ 90,68","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Blend Carvalhos, produzida em alambique de cobre, na cidade de Torre de Pedra, interior de São Paulo é uma combinação de cachaças envelhecidas por três anos, em tonéis de carvalho americano, com nível de tosta variando de 1 a 4.', 'Traz três vezes mais perceptíveis as notas amadeiradas, baulihadas e frutadas.', 'Ideal para a elaboração de drinks sofisticados, podendo ser utilizado frutas secas como abacaxi desidratado, tâmaras, ameixas e damasco.', 'Prêmios: Medalha de Ouro 2017 na Categoria Premium como a melhor Cachaça do Estado de São Paulo no concurso “Cachaça com Ciência” da APTA (Agência Paulista de Tecnologia dos Agronegócios).', 'Medalha de Ouro no Concurso Mundial de Bruxelas 2018.', '1º lugar no Ranking de Cachaças da Go’Where Gastronomia e Jovem Pan 2018.', '24ª colocada no Ranking da cúpula da cachaça 2020']",Volume:  670 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE CARVALHO AMERICANO ,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido no Alambique Ouro Fino, localizado na zona rural da cidade de Torre de Pedra, interior de São Paulo, a cachaça WIBA Blend Carvalhos é uma bebida destilada que surge da combinação de cachaças envelhecidas em tonéis de carvalho americano. A bebida com graduação alcoólica de 40% é de alta qualidade, possuindo inúmeras premiações como medalha de ouro da categoria Premium como a melhor cachaça do Estado de São Paulo no Concurso Cachaça como Ciência da Agência Paulista de Tecnologia dos Agronegócios em 2017, medalha de ouro no Concurso Mundial de Bruxelas e primeiro lugar no Rancking de Cachaças de Go´Where Gastronomia e Jovem Pan em 2018. 4ª Colocada na Categoria Cachaças Armazenadas no 4º ranking da cúpula da cachaça. Quer preparar aquele delicioso drink? Esta é uma bebida perfeita para o preparo de deliciosos drinks com a utilização de frutas secas como abacaxi desidratado, tâmaras, ameixas e damasco. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2705,NOME DA CACHAÇA: Cachaça WIBA Blend Carvalho Premium 670 ml,"PREÇO: R$ 126,00","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Blend Carvalho Premium é uma cachaça de altíssima qualidade, produzida em alambique de cobre, na cidade de Torre de Pedra, interior de São Paulo.', 'É a perfeita combinação de cachaças envelhecidas por três anos, em tonéis de carvalho americano, com nível de tosta variando de 1 a 4.', 'Traz três vezes mais perceptíveis as notas amadeiradas, abaunihadas e frutadas.', 'Ideal para a elaboração de drinks sofisticados, podendo ser utilizado frutas secas como abacaxi desidratado, tâmaras, ameixas e damasco.', 'Prêmios: Medalha de Ouro 2017 na Categoria Premium como a melhor Cachaça do Estado de São Paulo no concurso “Cachaça com Ciência” da APTA (Agência Paulista de Tecnologia dos Agronegócios).', 'Medalha de Ouro no Concurso Mundial de Bruxelas 2018.', '1º lugar no Ranking de Cachaças da Go’Where Gastronomia e Jovem Pan 2018.', 'Volume: 670 ml.', 'Teor Alcoólico: 40% Vol.']",Volume:  670 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE CARVALHO AMERICANO ,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido no Alambique Ouro Fino, localizado na zona rural da cidade de Torre de Pedra, interior de São Paulo, a cachaça WIBA Blend Carvalho Premium é uma bebida destilada que surge da combinação perfeita de cachaças envelhecidas pelo período de três anos, em tonéis de carvalho americano. A bebida com graduação alcoólica de 40% é de alta qualidade, possuindo inúmeras premiações como medalha de ouro da categoria Premium como a melhor cachaça do Estado de São Paulo no Concurso Cachaça como Ciência da Agência Paulista de Tecnologia dos Agronegócios em 2017, medalha de ouro no Concurso Mundial de Bruxelas e primeiro lugar no Rancking de Cachaças de Go´Where Gastronomia e Jovem Pan em 2018. Quer preparar aquele delicioso drink? Esta é uma bebida perfeita para o preparo de deliciosos drinks com a utilização de frutas secas como abacaxi desidratado, tâmaras, ameixas e damasco. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
