,_id,NOME_DA_CACHAÇA,PREÇO,VOLUME,DESCRIÇÃO_DA_CACHAÇA,INFORMAÇÕESOES_TÉCNICAS,TEXTO_DESCRITIVO,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TEMPO_DE_ARMAZENAMENTO,TIPO,LOCAL_DE_PRODUÇÃO,DATA_COLETA,LINK
166,60fac1169a4cc55a32865657,Cachaça Excelência Castanheira 700 ml,"R$ 55,90",700ml,"700ml
42%
castanheira
2 anos
ouro
Passa Quatro/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Castanheira
Envelhecimento: 2 anos
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Passa Quatro/MG",42%,castanheira,2 anos,ouro,Passa Quatro/MG,15/7/2021 - 21:17:50,https://www.mocabonitacachacaria.com.br/product-page/cachaça-excelência-castanheira-700-ml
167,60fac1169a4cc55a32865658,Cachaça Engenho  São Luiz Amendoim 600ml,"R$ 56,90",600ml,"600ml
42%
amendoim
6 meses
prata
Lençois Paulista/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amendoim
Envelhecimento: 6 Meses
Teor Alcoólico: 42%
Volume: 600ml
Tipo: Prata
Origem: Lençois Paulista/SP",42%,amendoim,6 meses,prata,Lençois Paulista/SP,15/7/2021 - 21:17:57,https://www.mocabonitacachacaria.com.br/product-page/cachaça-engenho-são-luiz-amendoim-600ml
168,60fac1169a4cc55a32865659,Cachaça Dona Beja Summer Times 700ml,"R$ 67,90",700ml,"700ml
40%
inox
prata
Perdizes/MG","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Inox
Envelhecimento:
Teor Alcoólico: 40%
Volume: 700
Tipo: Prata
Origem: Perdizes/MG",40%,inox,,prata,Perdizes/MG,15/7/2021 - 21:18:4,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dona-beja-summer-times-700ml
169,60fac1179a4cc55a3286565a,Cachaça Dom Bre Amburana 700ml,"R$ 147,90",700ml,"700ml
40%
amburana
3 anos
extra premium
Guarani/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Extra Premium
Origem: Guarani/MG",40%,amburana,3 anos,extra premium,Guarani/MG,15/7/2021 - 21:18:12,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-bre-amburana-700ml
170,60fac1179a4cc55a3286565b,Cachaça Do Barão Prata Jequitibá 700ml,"R$ 130,90",700ml,"700ml
41%
jequitibá rosa
prata
Araras/SP","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Jequitibá Rosa
Envelhecimento:
Teor Alcoólico: 41%
Volume: 700ml
Tipo: Prata
Origem: Araras/SP",41%,jequitibá rosa,,prata,Araras/SP,15/7/2021 - 21:18:19,https://www.mocabonitacachacaria.com.br/product-page/cachaça-do-barão-prata-jequitibá-700ml
171,60fac1179a4cc55a3286565c,Cachaça Charmosa de Minas Ouro 700ml,"R$ 36,90",700ml,"700ml
42%
cerejeira 
2 anos
ouro
Carangola/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Cerejeira 
Envelhecimento: 2 Anos
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Carangola/MG",42%,cerejeira ,2 anos,ouro,Carangola/MG,15/7/2021 - 21:18:26,https://www.mocabonitacachacaria.com.br/product-page/cachaça-charmosa-de-minas-ouro-700ml
172,60fac1179a4cc55a3286565d,Cachaça Casa Bucco  Sassafraz 700ml,"R$ 73,90",700ml,"700ml
38%
canela sassafraz
1 ano
ouro
Bento Gonçalves/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Canela Sassafraz
Envelhecimento: 1 Ano
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Ouro
Origem: Bento Gonçalves/RS",38%,canela sassafraz,1 ano,ouro,Bento Gonçalves/RS,15/7/2021 - 21:18:33,https://www.mocabonitacachacaria.com.br/product-page/cachaça-casa-bucco-sassafraz-700ml
173,60fac1179a4cc55a3286565e,Cachaça Boazinha 1000ml,"R$ 50,90",1000ml,"1000ml
42%
bálsamo
2 anos
ouro
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Envelhecimento: 2 Anos
Teor Alcoólico: 42%
Volume: 1000ml
Tipo: Ouro
Origem: Salinas/MG",42%,bálsamo,2 anos,ouro,Salinas/MG,15/7/2021 - 21:18:41,https://www.mocabonitacachacaria.com.br/product-page/cachaça-boazinha-1000ml
174,60fac1189a4cc55a3286565f,Cachaça Bento Albino Extra Premium 810ml,"R$ 170,90",810ml,"810ml
40%
carvalho
6 anos
extra premium
Maquiné/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 6 Anos
Teor Alcoólico: 40%
Volume: 810ml
Tipo: Extra Premium
Origem: Maquiné/RS",40%,carvalho,6 anos,extra premium,Maquiné/RS,15/7/2021 - 21:18:48,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bento-albino-extra-premium-810ml
175,60fac1189a4cc55a32865660,Cachaça Beleza de Minas Ouro 670ml,"R$ 53,90",670ml,"670ml
43%
amburana
2 anos
ouro
Salina/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2 Anos
Teor Alcoólico: 43%
Volume: 670ml
Tipo: Ouro
Origem: Salina/MG",43%,amburana,2 anos,ouro,Salina/MG,15/7/2021 - 21:18:56,https://www.mocabonitacachacaria.com.br/product-page/cachaça-beleza-de-minas-ouro-670ml
176,60fac1189a4cc55a32865661,Cachaça Beleza de Minas Ouro 1000ml,"R$ 58,90",1000ml,"1000ml
43%
amburana
2 anos
ouro
Salina/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2 Anos
Teor Alcoólico: 43%
Volume: 670ml
Tipo: Ouro
Origem: Salina/MG",43%,amburana,2 anos,ouro,Salina/MG,15/7/2021 - 21:19:3,https://www.mocabonitacachacaria.com.br/product-page/cachaça-beleza-de-minas-ouro-1000ml
177,60fac1189a4cc55a32865662,Cachaça Bassi Balsamo 670ml,"R$ 70,90",670ml,"670ml
41%
bálsamo
1 ano
ouro
Santa Mariana/PR","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Envelhecimento: 1 Ano
Teor Alcoólico: 41%
Volume: 41%
Tipo: Ouro
Origem: Santa Mariana/PR",41%,bálsamo,1 ano,ouro,Santa Mariana/PR,15/7/2021 - 21:19:10,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bassi-balsamo-670ml
178,60fac1199a4cc55a32865663,Cachaça Autêntica Se Sobra 750ml,"R$ 63,90",750ml,"750ml
39%
jatobá
4 anos
ouro
Alfenas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Jatobá
Envelhecimento: 4 Anos
Teor Alcoólico: 39%
Volume: 700ml
Tipo: Ouro
Origem: Alfenas/MG",39%,jatobá,4 anos,ouro,Alfenas/MG,15/7/2021 - 21:19:18,https://www.mocabonitacachacaria.com.br/product-page/cachaça-autêntica-se-sobra-700ml
179,60fac1199a4cc55a32865664,Cachaça Armazem Vieira Onix 750ml,"R$ 240,90",750ml,"750ml
40%
ariribá e grápia
16 anos
extra premium
Florianópolis/SC","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Ariribá e Grápia
Envelhecimento: 16 anos
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Extra Premium
Origem: Florianópolis/SC",40%,ariribá e grápia,16 anos,extra premium,Florianópolis/SC,15/7/2021 - 21:19:25,https://www.mocabonitacachacaria.com.br/product-page/cachaça-armazem-vieira-onix-750ml
180,60fac1199a4cc55a32865665,Cachaça Armazem Vieira Esmeralda 670ml,"R$ 95,90",670ml,"670ml
40%
aririrá e grápia
4 anos
premium
Florianópolis/SC","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Aririrá e Grápia
Envelhecimento: 4 Anos
Teor Alcoólico: 40%
Volume: 670ml
Tipo: Premium
Origem: Florianópolis/SC",40%,aririrá e grápia,4 anos,premium,Florianópolis/SC,15/7/2021 - 21:19:32,https://www.mocabonitacachacaria.com.br/product-page/cachaça-armazem-vieira-esmeralda-670ml
181,60fac1199a4cc55a32865666,Cachaça Amélia 870ml,"R$ 28,90",870ml,"870ml
40%
prata
Paraisópolis/MG","Volume
Graduação Alcoólica
Tipo
Origem","Teor Alcoólico: 40%
Volume: 870ml
Tipo: Prata
Origem: Paraisópolis/MG",40%,,,prata,Paraisópolis/MG,15/7/2021 - 21:19:39,https://www.mocabonitacachacaria.com.br/product-page/cachaça-amélia-870ml
182,60fac1199a4cc55a32865667,Cachaça Acqua Benta Ouro 500ml,"R$ 47,90",500ml,"500ml
38%
bálsamo e louro-canela
2 anos
ouro
Ilhéus/BA","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo e Louro-Canela
Envelhecimento: 2 Anos
Teor Alcoólico: 38%
Volume: 500ml
Tipo: Ouro
Origem: Ilhéus/BA",38%,bálsamo e louro-canela,2 anos,ouro,Ilhéus/BA,15/7/2021 - 21:19:46,https://www.mocabonitacachacaria.com.br/product-page/cachaça-acqua-benta-ouro-500ml
183,60fac11a9a4cc55a32865668,Cachaça Primavera  Weber Haus 600ml,"R$ 43,90",600ml,"600ml
42%
cabriuva
6 meses
ouro
Ivoti/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Cabriuva
Envelhecimento: 6 Meses
Teor Alcoólico: 42%
Volume: 600ml
Tipo: Ouro
Origem: Ivoti/RS",42%,cabriuva,6 meses,ouro,Ivoti/RS,15/7/2021 - 21:19:54,https://www.mocabonitacachacaria.com.br/product-page/cachaça-weber-haus-600ml
184,60fac11a9a4cc55a32865669,Cachaça Weber Haus Prata 700ml,"R$ 63,90",700ml,"700ml
38%
inox
8 meses
prata
Ivoti/RS","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: 8 Meses
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Prata
Origem: Ivoti/RS",38%,inox,8 meses,prata,Ivoti/RS,15/7/2021 - 21:20:1,https://www.mocabonitacachacaria.com.br/product-page/cachaça-weber-haus-prata-700ml-1
185,60fac11a9a4cc55a3286566a,Cachaça Salinas Cristalina 700ml,"R$ 47,90",700ml,"700ml
42%
inox
1 ano
prata
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: 1 Ano
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Prata
Origem: Salinas/MG",42%,inox,1 ano,prata,Salinas/MG,15/7/2021 - 21:20:9,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-cristalina-700ml
186,60fac11a9a4cc55a3286566b,Cachaça Salinas Balsamo 700ml,"R$ 51,90",700ml,"700ml
42%
bálsamo
1 ano
ouro
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Envelhecimento: 1 Ano
Teor Alcoólico: 42%
Volume: 700ml
Tipo: Ouro
Origem: Salinas/MG",42%,bálsamo,1 ano,ouro,Salinas/MG,15/7/2021 - 21:20:16,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-balsamo-700ml
187,60fac11a9a4cc55a3286566c,Cachaça Salinas Balsamo 1000ml,"R$ 55,90",1000ml,"1000ml
42%
bálsamo
1 ano
ouro
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Envelhecimento: 1 Ano
Teor Alcoólico: 42%
Volume: 1000ml
Tipo: Ouro
Origem: Salinas/MG",42%,bálsamo,1 ano,ouro,Salinas/MG,15/7/2021 - 21:20:24,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-balsamo-1000ml
188,60fac11b9a4cc55a3286566d,Cachaça Salinas Amburana 600 ml,"R$ 41,90",600ml,"600ml
42%
amburana
2,6 anos
ouro
Salinas/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 2,6 Anos
Teor Alcoólico: 42%
Volume: 600ml
Tipo: Ouro
Origem: Salinas/MG",42%,amburana,"2,6 anos",ouro,Salinas/MG,15/7/2021 - 21:20:31,https://www.mocabonitacachacaria.com.br/product-page/cachaça-salinas-amburana-600-ml
189,60fac11b9a4cc55a3286566e,Cachaça Brisa da Serra Traga Luz Ouro  700ml,"R$ 128,90",700ml,"700ml
40%
carvalho
3 anos
ouro
Monte Alegre do Sul/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Monte Alegre do Sul/SP",40%,carvalho,3 anos,ouro,Monte Alegre do Sul/SP,15/7/2021 - 21:20:38,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-traga-luz-ouro-700ml
190,60fac11b9a4cc55a3286566f,Cachaça Brisa da Serra Sr. Brasil Prata 700ml,"R$ 67,90",700ml,"700ml
40%

descansa em inox por 6 meses
ouro
Monte Alegre do Sul/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: 
Envelhecimento: Descansa em Inox por 6 meses
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Monte Alegre do Sul/SP",40%,,descansa em inox por 6 meses,ouro,Monte Alegre do Sul/SP,15/7/2021 - 21:20:46,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-sr-brasil-prata-700ml
191,60fac11b9a4cc55a32865670,Cachaça Brisa da Serra Sr. Brasil Ouro 700ml,"R$ 127,90",700ml,"700ml
40%
bálsamo
3 anos
ouro
Monte Alegre do Sul/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Bálsamo
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Ouro
Origem: Monte Alegre do Sul/SP",40%,bálsamo,3 anos,ouro,Monte Alegre do Sul/SP,15/7/2021 - 21:20:53,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-sr-brasil-ouro
192,60fac11b9a4cc55a32865671,Cachaça Brisa da Serra Prata  700ml,"R$ 65,90",700ml,"700ml
40%

um ano dornas de aço inoxidável
Monte Alegre - SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Origem","Nome: Cachaça Brisa da Serra Prata 700ml
Madeira: 
Envelhecimento: Um ano dornas de aço inoxidável
Teor Alcoólico: 40%
Volume: 700 ml
Origem: Monte Alegre - SP",40%,,um ano dornas de aço inoxidável,,Monte Alegre - SP,15/7/2021 - 21:21:0,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-prata-700ml
193,60fac11c9a4cc55a32865672,Cachaça Brisa da Serra Ouro  700ml,"R$ 128,90",700ml,"700ml
40%
amburana
3 anos
Monte Alegre - SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Origem","Nome: Cachaça Brisa da Serra Ouro 700ml
Madeira: Amburana
Envelhecimento: 3 anos
Teor Alcoólico: 40%
Volume: 700 ml
Origem: Monte Alegre - SP",40%,amburana,3 anos,,Monte Alegre - SP,15/7/2021 - 21:21:8,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-ouro-700ml
194,60fac11c9a4cc55a32865673,Cachaça Brisa da Serra Donna Rosa Amburana 700 ml,"R$ 236,90",700ml,"700ml
Monte Alegre do Sul/SP","Volume
Origem",Origem: Monte Alegre do Sul/SP,,,,,Monte Alegre do Sul/SP,15/7/2021 - 21:21:15,https://www.mocabonitacachacaria.com.br/product-page/cachaça-brisa-da-serra-donna-rosa-amburana-700-ml
195,60fac11c9a4cc55a32865674,Cachaça Saideira Ouro 670ml,"R$ 47,90",670ml,"670ml
41%
carvalho
2 anos
ouro
Paineiras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 2 Anos
Teor Alcoólico: 41%
Volume: 670ml
Tipo: Ouro
Origem: Paineiras/MG",41%,carvalho,2 anos,ouro,Paineiras/MG,15/7/2021 - 21:21:22,https://www.mocabonitacachacaria.com.br/product-page/cachaça-saideira-ouro-670ml
196,60fac11c9a4cc55a32865675,Cachaça Dom Tápparo Prata 1000ml,"R$ 29,90",1000ml,"1000ml
38%
amendoim
6 meses
prata
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amendoim
Envelhecimento: 6 meses
Teor Alcoólico: 38%
Volume: 700ml
Tipo: Prata
Origem: Mirassol/SP",38%,amendoim,6 meses,prata,Mirassol/SP,15/7/2021 - 21:21:31,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-tápparo-prata-1l
197,60fac11d9a4cc55a32865676,Cachaça Dom Tápparo Extra Premium Carvalho Americano 10 Anos 700ml,"R$ 275,90",700ml,"700ml
40%
carvalho e amendoim
10 anos
extra premium
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho e Amendoim
Envelhecimento: 10 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Extra Premium
Origem: Mirassol/SP",40%,carvalho e amendoim,10 anos,extra premium,Mirassol/SP,15/7/2021 - 21:21:39,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-tápparo-extra-premium-carvalho-americano-10-anos-700ml
198,60fac11d9a4cc55a32865677,Cachaça Dom Tápparo Extra Premium Carvalho 8 Anos 700ml,"R$ 84,90",700ml,"700ml
40%
carvalho
8 anos
extra premium
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Envelhecimento: 8 Anos
Teor Alcoólico: 40%
Volume: 700ml
Tipo: Extra Premium
Origem: Mirassol/SP",40%,carvalho,8 anos,extra premium,Mirassol/SP,15/7/2021 - 21:21:46,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-tápparo-extra-premium-carvalho-8-anos-700ml
199,60fac11d9a4cc55a32865678,Cachaça Dom Tápparo Amburana 750ml,"R$ 90,90",750ml,"750ml
38%
amburana
6 anos
extra premium
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Amburana
Envelhecimento: 6 Anos
Teor Alcoólico: 38%
Volume: 750ml
Tipo: Extra Premium
Origem: Mirassol/SP",38%,amburana,6 anos,extra premium,Mirassol/SP,15/7/2021 - 21:21:54,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-tápparo-amburana-750ml
200,60fac11e9a4cc55a32865679,Cachaça Carcara ouro 600ml,"R$ 32,90",600ml,"600ml
42%
prata
Paineiras/MG","Volume
Graduação Alcoólica
Tipo
Origem","Teor Alcoólico: 42%
Volume: 600ml
Tipo: Prata
Origem: Paineiras/MG",42%,,,prata,Paineiras/MG,15/7/2021 - 21:22:1,https://www.mocabonitacachacaria.com.br/product-page/cachaça-carcara-ouro-600ml
201,60fac11e9a4cc55a3286567a,Cachaça Cabaré Prata 700ML,"R$ 31,90",700ml,"700ml
Mirassol/SP","Volume
Origem","Nome: Cachaça Cabaré Prata Ouro



Origem: Mirassol/SP",,,,,Mirassol/SP,15/7/2021 - 21:22:9,https://www.mocabonitacachacaria.com.br/product-page/cachaça-cabaré-prata-700ml
202,60fac11e9a4cc55a3286567b,Cachaça Cabaré Ouro 700ML,"R$ 34,90",700ml,"700ml
prata
Mirassol/SP","Volume
Tipo
Origem","Tipo: Prata
Origem: Mirassol/SP",,,,prata,Mirassol/SP,15/7/2021 - 21:22:16,https://www.mocabonitacachacaria.com.br/product-page/cachaça-cabaré-ouro-700ml
203,60fac11f9a4cc55a3286567c,Cachaça Cabaré Extra Premium 15 anos 700ml,"R$ 398,90",700ml,"700ml
Mirassol / SP","Volume
Origem",Origem: Mirassol / SP,,,,,Mirassol / SP,15/7/2021 - 21:22:24,https://www.mocabonitacachacaria.com.br/product-page/cachaça-cabaré-extra-premium-15-anos-700ml
204,60fac11f9a4cc55a3286567d,Cachaça Cabaré Amburana 700ML,"R$ 36,90",700ml,"700ml
Mirassol/SP","Volume
Origem","Nome: Cachaça Cabaré Amburana



Origem: Mirassol/SP",,,,,Mirassol/SP,15/7/2021 - 21:22:32,https://www.mocabonitacachacaria.com.br/product-page/cachaça-cabaré-amburana-700ml
205,60fac11f9a4cc55a3286567e,Cachaça Abrideira 670ml,"R$ 41,90",670ml,"670ml
40%
jequitibá
1 ano
prata
Paineiras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","O nome abridiera é uma referência ao primeiro copo que se toma em um bar. A Abrideira é produzida na cidade de Paineiras-MG. Com teor alcoólico de 40%, é armazenada por um ano em madeira jequitibá. Combina com carnes brancas como peixes e aves.
 
Madeira: Jequitibá
Envelhecimento: 1 Ano
Teor Alcoólico: 40%
Volume: 670ml
Tipo: Prata
Origem: Paineiras/MG",40%,jequitibá,1 ano,prata,Paineiras/MG,15/7/2021 - 21:22:39,https://www.mocabonitacachacaria.com.br/product-page/cachaça-abrideira-670ml
206,60fac11f9a4cc55a3286567f,Cachaça Dom Tápparo Ouro 1000ml,"R$ 30,90",1000ml,"1000ml
38%
carvalho europeu
1 ano
ouro
Mirassol/SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho Europeu
Envelhecimento: 1 Ano
Teor Alcoólico: 38%
Volume: 1000ml
Tipo: Ouro
Origem: Mirassol/SP",38%,carvalho europeu,1 ano,ouro,Mirassol/SP,15/7/2021 - 21:22:46,https://www.mocabonitacachacaria.com.br/product-page/cachaça-dom-tápparo-ouro-1l
207,60fac1209a4cc55a32865680,Cachaça Wiba Senses Premium 750 ml,"R$ 277,90",750ml,"750ml
40%
blend de carvalho americano e amburana
3 anos
extra premium
Torre de Pedra / SP anos","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Carvalho Americano e Amburana
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 750ml
Tipo: Extra Premium
Origem: Torre de Pedra / SP anos",40%,blend de carvalho americano e amburana,3 anos,extra premium,Torre de Pedra / SP anos,15/7/2021 - 21:22:53,https://www.mocabonitacachacaria.com.br/product-page/cachaça-wiba-senses-premium-750-ml
208,60fac1209a4cc55a32865681,Cachaça Wiba Branca 670ml,"R$ 62,90",670ml,"670ml
38%
inox

prata
Torre de Pedra / SP anos","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Inox
Envelhecimento: 
Teor Alcoólico: 38%
Volume: 670ml
Tipo: Prata
Origem: Torre de Pedra / SP anos",38%,inox,,prata,Torre de Pedra / SP anos,15/7/2021 - 21:23:1,https://www.mocabonitacachacaria.com.br/product-page/cachaça-wiba-branca-670-ml
209,60fac1209a4cc55a32865682,Cachaça Wiba Premium Blend de Carvalhos 3 anos 670ml,"R$ 98,90",670ml,"670ml
40%
blend de carvalhos
3 anos
ouro
Torre de Pedra / SP","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Blend de Carvalhos
Envelhecimento: 3 Anos
Teor Alcoólico: 40%
Volume: 670ml
Tipo: Ouro
Origem: Torre de Pedra / SP",40%,blend de carvalhos,3 anos,ouro,Torre de Pedra / SP,15/7/2021 - 21:23:8,https://www.mocabonitacachacaria.com.br/product-page/cachaça-wiba-blend-de-carvalhos-670-ml
210,60fac1209a4cc55a32865683,Cachaça Wiba Amburana 670ml,"R$ 70,90",670ml,"670ml
38%
amburana
ouro
Torre de Pedra / SP anos","Volume
Graduação Alcoólica
Madeira
Tipo
Origem","Madeira: Amburana
Teor Alcoólico: 38%
Volume: 670ml
Tipo: Ouro
Origem: Torre de Pedra / SP anos",38%,amburana,,ouro,Torre de Pedra / SP anos,15/7/2021 - 21:23:15,https://www.mocabonitacachacaria.com.br/product-page/cachaça-wiba-amburana-670-ml
211,60fac1209a4cc55a32865684,Cachaça Saliníssima Ouro 670 ml,"R$ 38,90",670ml,"670ml
42%
balsamo
Salinas MG","Volume
Graduação Alcoólica
Madeira
Origem","Nome: Cachaça Saliníssima Ouro
Madeira: Balsamo
Volume: 670 ml
Graduação alcoolica: 42%
Cidade de Origem: Salinas MG",42%,balsamo,,,Salinas MG,15/7/2021 - 21:23:22,https://www.mocabonitacachacaria.com.br/product-page/cachaça-saliníssima-ouro-670-ml
212,60fac1209a4cc55a32865685,Cachaça Santo Grau Itirapuã 750 ml,"R$ 84,90",750ml,"750ml
41%
tanques de inox
6 meses
prata","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo","Madeira: Tanques de inox
Envelhecimento: 6 Meses
Teor Alcoólico: 41%
Volume: 750ml
Tipo: Prata
Origem:Itirapuã/SP",41%,tanques de inox,6 meses,prata,,15/7/2021 - 21:23:29,https://www.mocabonitacachacaria.com.br/product-page/cachaça-santo-grau-itirapuã-750-ml
213,60fac1209a4cc55a32865686,Cachaça Santo Grau Paraty 750 ml,"R$ 84,90",750ml,"750ml
41%
tanques de inox
6 meses
prata
Paraty/RJ","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Tanques de inox
Envelhecimento: 6 Meses
Teor Alcoólico: 41%
Volume: 750ml
Tipo: Prata
Origem: Paraty/RJ",41%,tanques de inox,6 meses,prata,Paraty/RJ,15/7/2021 - 21:23:37,https://www.mocabonitacachacaria.com.br/product-page/cachaça-santo-grau-paraty-750-ml
214,60fac1209a4cc55a32865687,Cachaça Maria Izabel Ouro 700 ml,"R$ 185,90",700ml,700ml,Volume,"Nome: Cachaça Premium Maria Izabel

Volume: 700 ml
Cidade: Paraty - RJ",,,,,,15/7/2021 - 21:23:44,https://www.mocabonitacachacaria.com.br/product-page/cachaça-maria-izabel-ouro-700-ml
215,60fac1209a4cc55a32865688,Cachaça Maria Izabel Prata 700ml,"R$ 172,90",700ml,700ml,Volume,"Nome: Cachaça Maria Izabel

Volume: 700 ml
Cidade: Paraty - RJ",,,,,,15/7/2021 - 21:23:51,https://www.mocabonitacachacaria.com.br/product-page/cachaça-maria-izabel-prata-700ml
216,60fac1219a4cc55a32865689,Cachaça Bocaina Ouro 700 ml,"R$ 59,90",700ml,"700ml
40%
carvalho
2 anos
ouro
Lavras/MG","Volume
Graduação Alcoólica
Madeira
Tempo de Armazenamento
Tipo
Origem","Madeira: Carvalho
Armazenamento: 2 Anos
Volume: 700ml
Graduação Alcoólica: 40%
Tipo: Ouro
Origem: Lavras/MG",40%,carvalho,2 anos,ouro,Lavras/MG,15/7/2021 - 21:23:58,https://www.mocabonitacachacaria.com.br/product-page/cachaça-bocaina-ouro-700-ml-1
