,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
46122,Moretti,I-NOME_BEBIDA,8004,34,41,622,10,teste
46123,4,O,8004,42,43,622,10,teste
46124,Madeiras,O,8004,44,52,622,10,teste
46125,500,B-VOLUME,8004,53,56,622,10,teste
46126,ml,I-VOLUME,8004,57,59,622,10,teste
46127,PREÇO,O,8005,0,5,622,10,teste
46128,:,O,8005,5,6,622,10,teste
46129,R$,B-PRECO,8005,7,9,622,10,teste
46130,79,I-PRECO,8005,10,12,622,10,teste
46131,",",I-PRECO,8005,12,13,622,10,teste
46132,90,I-PRECO,8005,13,15,622,10,teste
46133,DESCRIÇÃO,O,8006,0,9,622,10,teste
46134,DA,O,8006,10,12,622,10,teste
46135,CACHAÇA,O,8006,13,20,622,10,teste
46136,:,O,8006,20,21,622,10,teste
46137,Cachaça,O,8006,22,29,622,10,teste
46138,Estância,B-NOME_BEBIDA,8006,30,38,622,10,teste
46139,Moretti,I-NOME_BEBIDA,8006,39,46,622,10,teste
46140,4,O,8006,47,48,622,10,teste
46141,madeiras,O,8006,49,57,622,10,teste
46142,-,O,8006,58,59,622,10,teste
46143,500,B-VOLUME,8006,60,63,622,10,teste
46144,ml,I-VOLUME,8006,64,66,622,10,teste
46145,produzida,O,8006,67,76,622,10,teste
46146,em,O,8006,77,79,622,10,teste
46147,Jandaia,B-NOME_LOCAL,8006,80,87,622,10,teste
46148,do,I-NOME_LOCAL,8006,88,90,622,10,teste
46149,Sul,I-NOME_LOCAL,8006,91,94,622,10,teste
46150,-,O,8006,95,96,622,10,teste
46151,PR,B-NOME_LOCAL,8006,97,99,622,10,teste
46152,",",O,8006,99,100,622,10,teste
46153,desde,O,8006,101,106,622,10,teste
46154,2001,B-TEMPO,8006,107,111,622,10,teste
46155,.,O,8006,111,112,622,10,teste
46156,A,O,8007,0,1,622,10,teste
46157,Estância,B-NOME_BEBIDA,8007,2,10,622,10,teste
46158,Moretti,I-NOME_BEBIDA,8007,11,18,622,10,teste
46159,harmonizou,O,8007,19,29,622,10,teste
46160,as,O,8007,30,32,622,10,teste
46161,4,O,8007,33,34,622,10,teste
46162,madeiras,O,8007,35,43,622,10,teste
46163,em,O,8007,44,46,622,10,teste
46164,um,O,8007,47,49,622,10,teste
46165,blend,B-CLASSIFICACAO_BEBIDA,8007,50,55,622,10,teste
46166,de,O,8007,56,58,622,10,teste
46167,Carvalho,B-TIPO_MADEIRA,8007,59,67,622,10,teste
46168,Frances,I-TIPO_MADEIRA,8007,68,75,622,10,teste
46169,",",O,8007,75,76,622,10,teste
46170,Carvalho,B-TIPO_MADEIRA,8007,77,85,622,10,teste
46171,Americano,I-TIPO_MADEIRA,8007,86,95,622,10,teste
46172,",",O,8007,95,96,622,10,teste
46173,Imburana,B-TIPO_MADEIRA,8007,97,105,622,10,teste
46174,e,O,8007,106,107,622,10,teste
46175,Castanheira,B-TIPO_MADEIRA,8007,108,119,622,10,teste
46176,.,O,8007,119,120,622,10,teste
46177,O,O,8008,0,1,622,10,teste
46178,sabor,O,8008,2,7,622,10,teste
46179,possui,O,8008,8,14,622,10,teste
46180,muito,O,8008,15,20,622,10,teste
46181,equilíbrio,O,8008,21,31,622,10,teste
46182,",",O,8008,31,32,622,10,teste
46183,respeitando,O,8008,33,44,622,10,teste
46184,as,O,8008,45,47,622,10,teste
46185,características,O,8008,48,63,622,10,teste
46186,sensoriais,O,8008,64,74,622,10,teste
46187,únicas,O,8008,75,81,622,10,teste
46188,de,O,8008,82,84,622,10,teste
46189,cada,O,8008,85,89,622,10,teste
46190,madeira,O,8008,90,97,622,10,teste
46191,.,O,8008,97,98,622,10,teste
46192,De,O,8009,0,2,622,10,teste
46193,cor,O,8009,3,6,622,10,teste
46194,esverdeada,B-CARACTERISTICA_SENSORIAL_COR,8009,7,17,622,10,teste
46195,e,O,8009,18,19,622,10,teste
46196,límpida,B-CARACTERISTICA_SENSORIAL_COR,8009,20,27,622,10,teste
46197,.,O,8009,27,28,622,10,teste
46198,Possui,O,8010,0,6,622,10,teste
46199,uma,O,8010,7,10,622,10,teste
46200,mescla,O,8010,11,17,622,10,teste
46201,de,O,8010,18,20,622,10,teste
46202,aromas,O,8010,21,27,622,10,teste
46203,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,8010,28,36,622,10,teste
46204,",",O,8010,36,37,622,10,teste
46205,mel,B-CARACTERISTICA_SENSORIAL_AROMA,8010,38,41,622,10,teste
46206,",",O,8010,41,42,622,10,teste
46207,amêndoas,B-CARACTERISTICA_SENSORIAL_AROMA,8010,43,51,622,10,teste
46208,e,O,8010,52,53,622,10,teste
46209,coco,B-CARACTERISTICA_SENSORIAL_AROMA,8010,54,58,622,10,teste
46210,.,O,8010,58,59,622,10,teste
46211,Na,O,8011,0,2,622,10,teste
46212,boca,O,8011,3,7,622,10,teste
46213,causa,O,8011,8,13,622,10,teste
46214,uma,O,8011,14,17,622,10,teste
46215,sensação,O,8011,18,26,622,10,teste
46216,aveludada,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,8011,27,36,622,10,teste
46217,",",O,8011,36,37,622,10,teste
46218,muito,O,8011,38,43,622,10,teste
46219,agradável,O,8011,44,53,622,10,teste
46220,com,O,8011,54,57,622,10,teste
46221,baixa,B-CARACTERISTICA_SENSORIAL_SABOR,8011,58,63,622,10,teste
46222,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,8011,64,70,622,10,teste
46223,.,O,8011,70,71,622,10,teste
46224,Este,O,8012,0,4,622,10,teste
46225,blend,B-CLASSIFICACAO_BEBIDA,8012,5,10,622,10,teste
46226,de,O,8012,11,13,622,10,teste
46227,madeira,O,8012,14,21,622,10,teste
46228,harmoniza,O,8012,22,31,622,10,teste
46229,muito,O,8012,32,37,622,10,teste
46230,bem,O,8012,38,41,622,10,teste
46231,com,O,8012,42,45,622,10,teste
46232,carnes,O,8012,46,52,622,10,teste
46233,vermelhas,O,8012,53,62,622,10,teste
46234,e,O,8012,63,64,622,10,teste
46235,queijos,O,8012,65,72,622,10,teste
46236,maturados,O,8012,73,82,622,10,teste
46237,.,O,8012,82,83,622,10,teste
46238,Ótima,O,8013,0,5,622,10,teste
46239,escolha,O,8013,6,13,622,10,teste
46240,para,O,8013,14,18,622,10,teste
46241,apreciar,O,8013,19,27,622,10,teste
46242,em,O,8013,28,30,622,10,teste
46243,um,O,8013,31,33,622,10,teste
46244,domingo,O,8013,34,41,622,10,teste
46245,de,O,8013,42,44,622,10,teste
46246,churrasco,O,8013,45,54,622,10,teste
46247,com,O,8013,55,58,622,10,teste
46248,os,O,8013,59,61,622,10,teste
46249,familiares,O,8013,62,72,622,10,teste
46250,e,O,8013,73,74,622,10,teste
46251,amigos,O,8013,75,81,622,10,teste
46252,.,O,8013,81,82,622,10,teste
46253,Te,O,8014,0,2,622,10,teste
46254,convidamos,O,8014,3,13,622,10,teste
46255,a,O,8014,14,15,622,10,teste
46256,degustar,O,8014,16,24,622,10,teste
46257,esses,O,8014,25,30,622,10,teste
46258,rótulo,O,8014,31,37,622,10,teste
46259,4,O,8014,38,39,622,10,teste
46260,madeiras,O,8014,40,48,622,10,teste
46261,",",O,8014,48,49,622,10,teste
46262,e,O,8014,50,51,622,10,teste
46263,se,O,8014,52,54,622,10,teste
46264,surpreender,O,8014,55,66,622,10,teste
46265,com,O,8014,67,70,622,10,teste
46266,os,O,8014,71,73,622,10,teste
46267,sabores,O,8014,74,81,622,10,teste
46268,e,O,8014,82,83,622,10,teste
46269,aromas,O,8014,84,90,622,10,teste
46270,!,O,8014,90,91,622,10,teste
46271,INFORMAÇÕES,O,8015,0,11,622,10,teste
46272,DO,O,8015,12,14,622,10,teste
46273,PRODUTO,O,8015,15,22,622,10,teste
46274,:,O,8015,22,23,622,10,teste
46275,Tipo,O,8015,24,28,622,10,teste
46276,:,O,8015,28,29,622,10,teste
46277,Origem,O,8015,30,36,622,10,teste
46278,:,O,8015,36,37,622,10,teste
46279,Teor,O,8015,38,42,622,10,teste
46280,Alcoolico,O,8015,43,52,622,10,teste
46281,:,O,8015,52,53,622,10,teste
46282,Armazedana,O,8015,54,64,622,10,teste
46283,em,O,8015,65,67,622,10,teste
46284,:,O,8015,67,68,622,10,teste
46285,Volume,O,8015,69,75,622,10,teste
46286,:,O,8015,75,76,622,10,teste
46287,Modo,O,8015,77,81,622,10,teste
46288,de,O,8015,82,84,622,10,teste
46289,Produção,O,8015,85,93,622,10,teste
46290,:,O,8015,93,94,622,10,teste
46291,Tradição,O,8015,95,103,622,10,teste
46292,:,O,8015,103,104,622,10,teste
46293,OURO,B-CLASSIFICACAO_BEBIDA,8015,105,109,622,10,teste
46294,JANDAIA,B-NOME_LOCAL,8015,110,117,622,10,teste
46295,DO,I-NOME_LOCAL,8015,118,120,622,10,teste
46296,SUL,I-NOME_LOCAL,8015,121,124,622,10,teste
46297,-,O,8015,125,126,622,10,teste
46298,PR,B-NOME_LOCAL,8015,127,129,622,10,teste
46299,40%,B-GRADUACAO_ALCOOLICA,8015,130,133,622,10,teste
46300,CARVALHO,B-TIPO_MADEIRA,8015,134,142,622,10,teste
46301,AMERICANO,I-TIPO_MADEIRA,8015,143,152,622,10,teste
46302,",",O,8015,152,153,622,10,teste
46303,CARVALHO,B-TIPO_MADEIRA,8015,154,162,622,10,teste
46304,FRANCÊS,I-TIPO_MADEIRA,8015,163,170,622,10,teste
46305,",",O,8015,170,171,622,10,teste
46306,CASTANHEIRA,B-TIPO_MADEIRA,8015,172,183,622,10,teste
46307,E,O,8015,184,185,622,10,teste
46308,AMBURANA,B-TIPO_MADEIRA,8015,186,194,622,10,teste
46309,600,B-VOLUME,8015,195,198,622,10,teste
46310,ML,I-VOLUME,8015,199,201,622,10,teste
46311,CACHAÇA,O,8015,202,209,622,10,teste
46312,ARTESANAL,O,8015,210,219,622,10,teste
46313,OU,O,8015,220,222,622,10,teste
46314,DE,O,8015,223,225,622,10,teste
46315,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8015,226,235,622,10,teste
46316,DESDE,O,8015,236,241,622,10,teste
46317,2001,B-TEMPO,8015,242,246,622,10,teste
46318,Modo,O,8016,0,4,622,10,teste
46319,de,O,8016,5,7,622,10,teste
46320,Produção,O,8016,8,16,622,10,teste
46321,:,O,8016,16,17,622,10,teste
46322,CACHAÇA,O,8016,18,25,622,10,teste
46323,ARTESANAL,O,8016,26,35,622,10,teste
46324,OU,O,8016,36,38,622,10,teste
46325,DE,O,8016,39,41,622,10,teste
46326,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8016,42,51,622,10,teste
46327,LOCAL,O,8017,0,5,622,10,teste
46328,DE,O,8017,6,8,622,10,teste
46329,PRODUÇÃO,O,8017,9,17,622,10,teste
46330,:,O,8017,17,18,622,10,teste
46331,JANDAIA,B-NOME_LOCAL,8017,19,26,622,10,teste
46332,DO,I-NOME_LOCAL,8017,27,29,622,10,teste
46333,SUL,I-NOME_LOCAL,8017,30,33,622,10,teste
46334,-,O,8017,34,35,622,10,teste
46335,PR,B-NOME_LOCAL,8017,36,38,622,10,teste
46336,Barril,O,8018,0,6,622,10,teste
46337,:,O,8018,6,7,622,10,teste
46338,CARVALHO,B-TIPO_MADEIRA,8018,8,16,622,10,teste
46339,AMERICANO,I-TIPO_MADEIRA,8018,17,26,622,10,teste
46340,",",O,8018,26,27,622,10,teste
46341,CARVALHO,B-TIPO_MADEIRA,8018,28,36,622,10,teste
46342,FRANCÊS,I-TIPO_MADEIRA,8018,37,44,622,10,teste
46343,",",O,8018,44,45,622,10,teste
46344,CASTANHEIRA,B-TIPO_MADEIRA,8018,46,57,622,10,teste
46345,E,O,8018,58,59,622,10,teste
46346,AMBURANA,B-TIPO_MADEIRA,8018,60,68,622,10,teste
46347,Volume,O,8019,0,6,622,10,teste
46348,:,O,8019,6,7,622,10,teste
46349,600,B-VOLUME,8019,8,11,622,10,teste
46350,ML,I-VOLUME,8019,12,14,622,10,teste
46351,Graduação,O,8020,0,9,622,10,teste
46352,Alcóolica,O,8020,10,19,622,10,teste
46353,:,O,8020,19,20,622,10,teste
46354,40%,B-GRADUACAO_ALCOOLICA,8020,21,24,622,10,teste
46355,NOME,O,8190,0,4,635,10,teste
46356,DA,O,8190,5,7,635,10,teste
46357,CACHAÇA,O,8190,8,15,635,10,teste
46358,:,O,8190,15,16,635,10,teste
46359,Cachaça,O,8190,17,24,635,10,teste
46360,Lenda,B-NOME_BEBIDA,8190,25,30,635,10,teste
46361,Mineira,I-NOME_BEBIDA,8190,31,38,635,10,teste
46362,Ouro,B-CLASSIFICACAO_BEBIDA,8190,39,43,635,10,teste
46363,375,B-VOLUME,8190,44,47,635,10,teste
46364,ml,I-VOLUME,8190,48,50,635,10,teste
46365,PREÇO,O,8191,0,5,635,10,teste
46366,:,O,8191,5,6,635,10,teste
46367,R$,B-PRECO,8191,7,9,635,10,teste
46368,110,I-PRECO,8191,10,13,635,10,teste
46369,",",I-PRECO,8191,13,14,635,10,teste
46370,0,I-PRECO,8191,14,16,635,10,teste
46371,DESCRIÇÃO,O,8192,0,9,635,10,teste
46372,DA,O,8192,10,12,635,10,teste
46373,CACHAÇA,O,8192,13,20,635,10,teste
46374,:,O,8192,20,21,635,10,teste
46375,Cachaça,O,8192,22,29,635,10,teste
46376,Lenda,B-NOME_BEBIDA,8192,30,35,635,10,teste
46377,Mineira,I-NOME_BEBIDA,8192,36,43,635,10,teste
46378,Ouro,B-CLASSIFICACAO_BEBIDA,8192,44,48,635,10,teste
46379,",",O,8192,48,49,635,10,teste
46380,Garrafa,O,8192,50,57,635,10,teste
46381,com,O,8192,58,61,635,10,teste
46382,Rolha,O,8192,62,67,635,10,teste
46383,-,O,8192,68,69,635,10,teste
46384,375,B-VOLUME,8192,70,73,635,10,teste
46385,ml,I-VOLUME,8192,74,76,635,10,teste
46386,-,O,8192,77,78,635,10,teste
46387,armazenada,O,8192,79,89,635,10,teste
46388,por,O,8192,90,93,635,10,teste
46389,2,B-TEMPO_ARMAZENAMENTO,8192,94,95,635,10,teste
46390,anos,I-TEMPO_ARMAZENAMENTO,8192,96,100,635,10,teste
46391,em,O,8192,101,103,635,10,teste
46392,dornas,B-RECIPIENTE_ARMAZENAMENTO,8192,104,110,635,10,teste
46393,de,O,8192,111,113,635,10,teste
46394,Amburana,B-TIPO_MADEIRA,8192,114,122,635,10,teste
46395,.,O,8192,122,123,635,10,teste
46396,Produzida,O,8193,0,9,635,10,teste
46397,em,O,8193,10,12,635,10,teste
46398,Tarumirim,B-NOME_LOCAL,8193,13,22,635,10,teste
46399,-,O,8193,23,24,635,10,teste
46400,MG,B-NOME_LOCAL,8193,25,27,635,10,teste
46401,há,O,8193,28,30,635,10,teste
46402,mais,O,8193,31,35,635,10,teste
46403,de,O,8193,36,38,635,10,teste
46404,90,B-TEMPO,8193,39,41,635,10,teste
46405,anos,I-TEMPO,8193,42,46,635,10,teste
46406,.,O,8193,46,47,635,10,teste
46407,cachaça,O,8194,0,7,635,10,teste
46408,eleita,O,8194,8,14,635,10,teste
46409,como,O,8194,15,19,635,10,teste
46410,uma,O,8194,20,23,635,10,teste
46411,das,O,8194,24,27,635,10,teste
46412,melhores,O,8194,28,36,635,10,teste
46413,do,O,8194,37,39,635,10,teste
46414,país,O,8194,40,44,635,10,teste
46415,pelo,O,8194,45,49,635,10,teste
46416,antigo,O,8194,50,56,635,10,teste
46417,ranking,O,8194,57,64,635,10,teste
46418,da,O,8194,65,67,635,10,teste
46419,Playboy,B-NOME_ORGANIZACAO,8194,68,75,635,10,teste
46420,.,O,8194,75,76,635,10,teste
46421,INFORMAÇÕES,O,8195,0,11,635,10,teste
46422,DO,O,8195,12,14,635,10,teste
46423,PRODUTO,O,8195,15,22,635,10,teste
46424,:,O,8195,22,23,635,10,teste
46425,Cachaça,O,8195,24,31,635,10,teste
46426,Lenda,B-NOME_BEBIDA,8195,32,37,635,10,teste
46427,Mineira,I-NOME_BEBIDA,8195,38,45,635,10,teste
46428,-,O,8195,46,47,635,10,teste
46429,Tarumirim,B-NOME_LOCAL,8195,48,57,635,10,teste
46430,-,O,8195,58,59,635,10,teste
46431,MG,B-NOME_LOCAL,8195,60,62,635,10,teste
46432,A,O,8195,63,64,635,10,teste
46433,cachaça,O,8195,65,72,635,10,teste
46434,Lenda,B-NOME_BEBIDA,8195,73,78,635,10,teste
46435,Mineira,I-NOME_BEBIDA,8195,79,86,635,10,teste
46436,é,O,8195,87,88,635,10,teste
46437,produzida,O,8195,89,98,635,10,teste
46438,atesanalmente,O,8195,99,112,635,10,teste
46439,no,O,8195,113,115,635,10,teste
46440,município,O,8195,116,125,635,10,teste
46441,de,O,8195,126,128,635,10,teste
46442,Tarumirim,B-NOME_LOCAL,8195,129,138,635,10,teste
46443,-,O,8195,139,140,635,10,teste
46444,MG,B-NOME_LOCAL,8195,141,143,635,10,teste
46445,",",O,8195,143,144,635,10,teste
46446,no,O,8195,145,147,635,10,teste
46447,Vale,B-NOME_LOCAL,8195,148,152,635,10,teste
46448,do,I-NOME_LOCAL,8195,153,155,635,10,teste
46449,Rio,I-NOME_LOCAL,8195,156,159,635,10,teste
46450,Doce,I-NOME_LOCAL,8195,160,164,635,10,teste
46451,",",O,8195,164,165,635,10,teste
46452,há,O,8195,166,168,635,10,teste
46453,mais,O,8195,169,173,635,10,teste
46454,de,O,8195,174,176,635,10,teste
46455,90,B-TEMPO,8195,177,179,635,10,teste
46456,anos,I-TEMPO,8195,180,184,635,10,teste
46457,",",O,8195,184,185,635,10,teste
46458,com,O,8195,186,189,635,10,teste
46459,a,O,8195,190,191,635,10,teste
46460,mesma,O,8195,192,197,635,10,teste
46461,receita,O,8195,198,205,635,10,teste
46462,passada,O,8195,206,213,635,10,teste
46463,de,O,8195,214,216,635,10,teste
46464,geração,O,8195,217,224,635,10,teste
46465,em,O,8195,225,227,635,10,teste
46466,geração,O,8195,228,235,635,10,teste
46467,.,O,8195,235,236,635,10,teste
46468,Passou,O,8196,0,6,635,10,teste
46469,a,O,8196,7,8,635,10,teste
46470,ter,O,8196,9,12,635,10,teste
46471,o,O,8196,13,14,635,10,teste
46472,nome,O,8196,15,19,635,10,teste
46473,Lenda,B-NOME_BEBIDA,8196,20,25,635,10,teste
46474,Mineira,I-NOME_BEBIDA,8196,26,33,635,10,teste
46475,",",O,8196,33,34,635,10,teste
46476,a,O,8196,35,36,635,10,teste
46477,partir,O,8196,37,43,635,10,teste
46478,de,O,8196,44,46,635,10,teste
46479,1997,B-TEMPO,8196,47,51,635,10,teste
46480,.,O,8196,51,52,635,10,teste
46481,É,O,8197,0,1,635,10,teste
46482,produzida,O,8197,2,11,635,10,teste
46483,em,O,8197,12,14,635,10,teste
46484,alambiques,B-EQUIPAMENTO_DESTILACAO,8197,15,25,635,10,teste
46485,de,I-EQUIPAMENTO_DESTILACAO,8197,26,28,635,10,teste
46486,Cobre,I-EQUIPAMENTO_DESTILACAO,8197,29,34,635,10,teste
46487,",",O,8197,34,35,635,10,teste
46488,com,O,8197,36,39,635,10,teste
46489,capelo,O,8197,40,46,635,10,teste
46490,e,O,8197,47,48,635,10,teste
46491,serpentina,O,8197,49,59,635,10,teste
46492,de,O,8197,60,62,635,10,teste
46493,Cobre,O,8197,63,68,635,10,teste
46494,",",O,8197,68,69,635,10,teste
46495,com,O,8197,70,73,635,10,teste
46496,fogo,O,8197,74,78,635,10,teste
46497,direto,O,8197,79,85,635,10,teste
46498,sem,O,8197,86,89,635,10,teste
46499,utilização,O,8197,90,100,635,10,teste
46500,de,O,8197,101,103,635,10,teste
46501,Lenha,O,8197,104,109,635,10,teste
46502,",",O,8197,109,110,635,10,teste
46503,apenas,O,8197,111,117,635,10,teste
46504,a,O,8197,118,119,635,10,teste
46505,sobra,O,8197,120,125,635,10,teste
46506,do,O,8197,126,128,635,10,teste
46507,Bagaço,O,8197,129,135,635,10,teste
46508,.,O,8197,135,136,635,10,teste
46509,É,O,8198,0,1,635,10,teste
46510,envelhecida,O,8198,2,13,635,10,teste
46511,em,O,8198,14,16,635,10,teste
46512,barris,B-RECIPIENTE_ARMAZENAMENTO,8198,17,23,635,10,teste
46513,de,O,8198,24,26,635,10,teste
46514,Amburana,B-TIPO_MADEIRA,8198,27,35,635,10,teste
46515,",",O,8198,35,36,635,10,teste
46516,por,O,8198,37,40,635,10,teste
46517,pelo,O,8198,41,45,635,10,teste
46518,menos,O,8198,46,51,635,10,teste
46519,2,B-TEMPO_ARMAZENAMENTO,8198,52,53,635,10,teste
46520,anos,I-TEMPO_ARMAZENAMENTO,8198,54,58,635,10,teste
46521,.,O,8198,58,59,635,10,teste
46522,A,O,8199,0,1,635,10,teste
46523,Lenda,B-NOME_BEBIDA,8199,2,7,635,10,teste
46524,Mineira,I-NOME_BEBIDA,8199,8,15,635,10,teste
46525,",",O,8199,15,16,635,10,teste
46526,é,O,8199,17,18,635,10,teste
46527,uma,O,8199,19,22,635,10,teste
46528,Cachaça,O,8199,23,30,635,10,teste
46529,muito,O,8199,31,36,635,10,teste
46530,bem,O,8199,37,40,635,10,teste
46531,avaliada,O,8199,41,49,635,10,teste
46532,por,O,8199,50,53,635,10,teste
46533,aqueles,O,8199,54,61,635,10,teste
46534,que,O,8199,62,65,635,10,teste
46535,a,O,8199,66,67,635,10,teste
46536,tomam,O,8199,68,73,635,10,teste
46537,",",O,8199,73,74,635,10,teste
46538,é,O,8199,75,76,635,10,teste
46539,sem,O,8199,77,80,635,10,teste
46540,dúvida,O,8199,81,87,635,10,teste
46541,nenhuma,O,8199,88,95,635,10,teste
46542,uma,O,8199,96,99,635,10,teste
46543,das,O,8199,100,103,635,10,teste
46544,melhores,O,8199,104,112,635,10,teste
46545,cahaças,O,8199,113,120,635,10,teste
46546,das,O,8199,121,124,635,10,teste
46547,Minas,B-NOME_LOCAL,8199,125,130,635,10,teste
46548,Gerais,I-NOME_LOCAL,8199,131,137,635,10,teste
46549,.,O,8199,137,138,635,10,teste
46550,Modo,O,8200,0,4,635,10,teste
46551,de,O,8200,5,7,635,10,teste
46552,Produção,O,8200,8,16,635,10,teste
46553,:,O,8200,16,17,635,10,teste
46554,TRADICIONAL,O,8200,18,29,635,10,teste
46555,LOCAL,O,8201,0,5,635,10,teste
46556,DE,O,8201,6,8,635,10,teste
46557,PRODUÇÃO,O,8201,9,17,635,10,teste
46558,:,O,8201,17,18,635,10,teste
46559,TARUMIRIM,B-NOME_LOCAL,8201,19,28,635,10,teste
46560,-,O,8201,28,29,635,10,teste
46561,MG,B-NOME_LOCAL,8201,29,31,635,10,teste
46562,Barril,O,8202,0,6,635,10,teste
46563,:,O,8202,6,7,635,10,teste
46564,AMBURANA,B-TIPO_MADEIRA,8202,8,16,635,10,teste
46565,Volume,O,8203,0,6,635,10,teste
46566,:,O,8203,6,7,635,10,teste
46567,375ML,B-VOLUME,8203,8,13,635,10,teste
46568,Graduação,O,8204,0,9,635,10,teste
46569,Alcóolica,O,8204,10,19,635,10,teste
46570,:,O,8204,19,20,635,10,teste
46571,45%,B-GRADUACAO_ALCOOLICA,8204,21,24,635,10,teste
46572,NOME,O,8205,0,4,636,10,teste
46573,DA,O,8205,5,7,636,10,teste
46574,CACHAÇA,O,8205,8,15,636,10,teste
46575,:,O,8205,15,16,636,10,teste
46576,Cachaça,O,8205,17,24,636,10,teste
46577,Malícia,B-NOME_BEBIDA,8205,25,32,636,10,teste
46578,Mineira,I-NOME_BEBIDA,8205,33,40,636,10,teste
46579,Ouro,B-CLASSIFICACAO_BEBIDA,8205,41,45,636,10,teste
46580,Carvalho,B-TIPO_MADEIRA,8205,46,54,636,10,teste
46581,670,B-VOLUME,8205,55,58,636,10,teste
46582,ml,I-VOLUME,8205,59,61,636,10,teste
46583,PREÇO,O,8206,0,5,636,10,teste
46584,:,O,8206,5,6,636,10,teste
46585,R$,B-PRECO,8206,7,9,636,10,teste
46586,94,I-PRECO,8206,10,12,636,10,teste
46587,",",I-PRECO,8206,12,13,636,10,teste
46588,0,I-PRECO,8206,13,15,636,10,teste
46589,DESCRIÇÃO,O,8207,0,9,636,10,teste
46590,DA,O,8207,10,12,636,10,teste
46591,CACHAÇA,O,8207,13,20,636,10,teste
46592,:,O,8207,20,21,636,10,teste
46593,Cachaça,O,8207,22,29,636,10,teste
46594,Malícia,B-NOME_BEBIDA,8207,30,37,636,10,teste
46595,Mineira,I-NOME_BEBIDA,8207,38,45,636,10,teste
46596,Ouro,B-CLASSIFICACAO_BEBIDA,8207,46,50,636,10,teste
46597,670ml,B-VOLUME,8207,51,56,636,10,teste
46598,armazenada,O,8207,57,67,636,10,teste
46599,por,O,8207,68,71,636,10,teste
46600,2,B-TEMPO_ARMAZENAMENTO,8207,72,73,636,10,teste
46601,anos,I-TEMPO_ARMAZENAMENTO,8207,74,78,636,10,teste
46602,no,O,8207,79,81,636,10,teste
46603,Carvalho,B-TIPO_MADEIRA,8207,82,90,636,10,teste
46604,Francês,I-TIPO_MADEIRA,8207,91,98,636,10,teste
46605,",",O,8207,98,99,636,10,teste
46606,produzida,O,8207,100,109,636,10,teste
46607,em,O,8207,110,112,636,10,teste
46608,Tarumirim,B-NOME_LOCAL,8207,113,122,636,10,teste
46609,-,O,8207,123,124,636,10,teste
46610,MG,B-NOME_LOCAL,8207,125,127,636,10,teste
46611,há,O,8207,128,130,636,10,teste
46612,mais,O,8207,131,135,636,10,teste
46613,de,O,8207,136,138,636,10,teste
46614,90,B-TEMPO,8207,139,141,636,10,teste
46615,anos,I-TEMPO,8207,142,146,636,10,teste
46616,.,O,8207,146,147,636,10,teste
46617,INFORMAÇÕES,O,8208,0,11,636,10,teste
46618,DO,O,8208,12,14,636,10,teste
46619,PRODUTO,O,8208,15,22,636,10,teste
46620,:,O,8208,22,23,636,10,teste
46621,A,O,8208,24,25,636,10,teste
46622,cachaça,O,8208,26,33,636,10,teste
46623,Malícia,B-NOME_BEBIDA,8208,34,41,636,10,teste
46624,Mineira,I-NOME_BEBIDA,8208,42,49,636,10,teste
46625,é,O,8208,50,51,636,10,teste
46626,produzida,O,8208,52,61,636,10,teste
46627,pela,O,8208,62,66,636,10,teste
46628,agropecuária,B-NOME_ORGANIZACAO,8208,67,79,636,10,teste
46629,Roda,I-NOME_ORGANIZACAO,8208,80,84,636,10,teste
46630,d,I-NOME_ORGANIZACAO,8208,85,86,636,10,teste
46631,',I-NOME_ORGANIZACAO,8208,86,87,636,10,teste
46632,agua,I-NOME_ORGANIZACAO,8208,87,91,636,10,teste
46633,",",O,8208,91,92,636,10,teste
46634,o,O,8208,93,94,636,10,teste
46635,mesmo,O,8208,95,100,636,10,teste
46636,alambique,O,8208,101,110,636,10,teste
46637,onde,O,8208,111,115,636,10,teste
46638,é,O,8208,116,117,636,10,teste
46639,produzida,O,8208,118,127,636,10,teste
46640,a,O,8208,128,129,636,10,teste
46641,Cachaça,O,8208,130,137,636,10,teste
46642,Lenda,B-NOME_BEBIDA,8208,138,143,636,10,teste
46643,Mineira,I-NOME_BEBIDA,8208,144,151,636,10,teste
46644,.,O,8208,151,152,636,10,teste
46645,Com,O,8209,0,3,636,10,teste
46646,mais,O,8209,4,8,636,10,teste
46647,de,O,8209,9,11,636,10,teste
46648,90,B-TEMPO,8209,12,14,636,10,teste
46649,anos,I-TEMPO,8209,15,19,636,10,teste
46650,de,O,8209,20,22,636,10,teste
46651,Tradição,O,8209,23,31,636,10,teste
46652,",",O,8209,31,32,636,10,teste
46653,o,O,8209,33,34,636,10,teste
46654,Alambique,O,8209,35,44,636,10,teste
46655,situado,O,8209,45,52,636,10,teste
46656,em,O,8209,53,55,636,10,teste
46657,Tarumirim,B-NOME_LOCAL,8209,56,65,636,10,teste
46658,-,O,8209,66,67,636,10,teste
